Model;Scenario;Region;Variable;Unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;HRS_constant;France;Collective_dwelling;Surface in m2;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48;22590811.48
CSTB;HRS_rising;France;Collective_dwelling;Surface in m2;302393.867;420910.1627;585270.4333;812646.1571;1126126.047;1556289.844;2142777.921;2935412.504;3994040.886;5385781.479;7177963.998;9425271.83;12151209.9;15327577.84;18860155.55;22590811.48;26321467.42;29854045.13;33030413.07;35756351.14;38003658.97;39795841.49;41187582.08;42246210.46;43038845.05;43625333.12;44055496.92;44368976.81;44596352.53;44760712.81;44879229.1
CSTB;HRS_normal;France;Collective_dwelling;Surface in m2;621920.834935053;1110774.51207818;1906096.68506619;3142622.14867963;4978145.99039086;7576546.81563195;11079067.6496255;15565509.4000325;21011239.9580409;27250109.2597373;33955727.0545223;40652386.0070992;46761374.4849963;51679311.1700625;54874981.3006622;55983529.4568788;54874981.3006622;51679311.1700625;46761374.4849963;40652386.0070991;33955727.0545223;27250109.2597372;21011239.9580409;15565509.4000324;11079067.6496255;7576546.81563193;4978145.99039085;3142622.14867963;1906096.68506619;1110774.51207818;621920.834935053
CSTB;HRS_constant;France;Individual_dwelling;Surface in m2;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06;49714392.06
CSTB;HRS_rising;France;Individual_dwelling;Surface in m2;665462.0298;926274.5107;1287973.378;1788346.988;2478205.437;3424843.924;4715496.906;6459805.492;8789472.422;11852201.6;15796161.93;20741692.23;26740518.53;33730581.78;41504536.83;49714392.06;57924247.3;65698202.35;72688265.6;78687091.9;83632622.2;87576582.53;90639311.71;92968978.64;94713287.22;96003940.2;96950578.69;97640437.14;98140810.75;98502509.62;98763322.1
CSTB;HRS_normal;France;Individual_dwelling;Surface in m2;1368627.9593421;2444422.13278404;4194645.15393396;6915800.68833015;10955139.9557907;16673301.8491351;24381112.3489754;34254185.0499532;46238313.3860176;59967859.787007;74724554.6637161;89461534.2949457;102905258.905043;113727899.458899;120760440.007295;123199962.717663;120760440.007295;113727899.458899;102905258.905043;89461534.2949457;74724554.6637161;59967859.7870069;46238313.3860176;34254185.0499532;24381112.3489753;16673301.8491351;10955139.9557907;6915800.68833013;4194645.15393396;2444422.13278404;1368627.9593421
CSTB;MRS_constant;France;Collective_dwelling;Surface in m2;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405;9887405
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;132349.8554;184221.326;256157.5007;355673.8846;492875.8013;681147.1997;937837.6312;1284752.975;1748086.821;2357215.134;3141606.364;4125193.992;5318265.509;6708478.351;8254594.856;9887405;11520215.14;13066331.65;14456544.49;15649616.01;16633203.64;17417594.87;18026723.18;18490057.02;18836972.37;19093662.8;19281934.2;19419136.12;19518652.5;19590588.67;19642460.14
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;272198.419137414;486156.837368838;834248.469023013;1375443.19592726;2178803.78450604;3316055.59725458;4849016.99757248;6812614.74734136;9196068.01932091;11926657.2932822;14861530.1268492;17792481.9104218;20466225.7581993;22618677.5107326;24017338.4154195;24502520.8352871;24017338.4154195;22618677.5107326;20466225.7581993;17792481.9104217;14861530.1268492;11926657.2932822;9196068.0193209;6812614.74734136;4849016.99757247;3316055.59725458;2178803.78450604;1375443.19592726;834248.469023013;486156.837368837;272198.419137414
CSTB;MRS_constant;France;Individual_dwelling;Surface in m2;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35;19951636.35
