Model;Scenario;Region;Variable;Unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;MRS_Constant;France;Residential_dwelling;Number of dwelling;31000.0;41000.0;43000.0;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714;272678.5714285714
CSTB;MRS_Cum_Constant;France;Residential_dwelling;Number of dwelling;31000.0;72000.0;115000.0;387678.5714285714;660357.1428571428;933035.7142857143;1205714.2857142857;1478392.857142857;1751071.4285714284;2023749.9999999998;2296428.5714285714;2569107.1428571427;2841785.714285714;3114464.2857142854;3387142.857142857;3659821.428571428;3932499.9999999995;4205178.571428571;4477857.142857143;4750535.714285715;5023214.285714286;5295892.857142858;5568571.42857143;5841250.000000002;6113928.571428574;6386607.1428571455;6659285.714285717;6931964.285714289;7204642.857142861;7477321.428571433;7750000.000000005
CSTB;MRS_Cum_Linear;France;Residential_dwelling;Number of dwelling;31000.0;72000.0;115000.0;158000.0;201000.0;259733.25617175037;337061.2946977931;432984.115578128;547501.7188127553;680614.1044016748;832321.2723448867;1002623.2226423908;1191519.9552941872;1399011.4703002756;1625097.767660657;1869778.8473753298;2133054.7094442956;2414925.353867553;2715390.780645103;3034450.9897769457;3372105.9812630806;3728355.7551035075;4103200.311298227;4496639.649847237;4908673.770750541;5339302.674008138;5788526.359620025;6256344.827586207;6742758.077906679;7247766.110581445;7771368.925610502
CSTB;MRS_Cum_Plateau;France;Residential_dwelling;Number of dwelling;31000.0;72000.0;115000.0;158000.0;212946.99027164513;294391.95107891434;402334.8824218076;536775.784300325;697714.6567144666;885151.499664232;1099086.3131496217;1339519.0971706351;1606449.851727273;1899878.5768195349;2219805.2724474207;2566229.938610931;2912654.604774441;3259079.2709379513;3605503.937101462;3951928.6032649726;4298353.269428483;4644777.935591994;4991202.6017555045;5337627.267919015;5684051.934082526;6030476.600246036;6376901.266409547;6723325.932573058;7069750.598736569;7416175.264900081;7762599.931063592
CSTB;MRS_Linear;France;Collective_dwelling;Number of dwelling;13950.0;18450.0;19350.0;19350.0;19350.0;26429.96527728767;34797.61733671922;43165.269396150725;51532.92145558228;59900.573515013755;68268.22557444534;76635.87763387684;85003.52969330845;93371.1817527398;101738.83381217161;110106.4858716028;118474.13793103451;126841.7899904659;135209.4420498975;143577.09410932913;151944.74616876073;160312.39822819212;168680.05028762374;177047.70234705493;185415.35440648673;193783.00646591836;202150.65852534954;210518.31058478155;218885.96264421273;227253.61470364436;235621.26676307595
CSTB;MRS_Linear;France;Collective_dwelling;Surface in m2;809100.0;1070100.0;1122300.0;1122300.0;1122300.0;1532937.9860826847;2018261.8055297146;2503585.624976742;2988909.444423772;3474233.2638707976;3959557.0833178298;4444880.902764857;4930204.72221189;5415528.541658908;5900852.361105953;6386176.180552962;6871500.000000002;7356823.819447022;7842147.638894055;8327471.45834109;8812795.277788123;9298119.097235143;9783442.916682176;10268766.736129185;10754090.555576231;11239414.375023264;11724738.194470273;12210062.013917329;12695385.833364338;13180709.652811373;13666033.472258406
CSTB;MRS_Linear;France;Individual_dwelling;Number of dwelling;17050.0;22550.000000000004;23650.000000000004;23650.000000000004;23650.000000000004;32303.290894462705;42530.42118932349;52757.55148418422;62984.68177904501;73211.8120739057;83438.94236876653;93666.07266362726;103893.20295848811;114120.33325334864;124347.46354820975;134574.5938430701;144801.72413793107;155028.85443279168;165255.9847276525;175483.11502251338;185710.24531737424;195937.37561223484;206164.50590709568;216391.63620195602;226618.76649681714;236845.89679167798;247073.02708653832;257300.1573813997;267527.28767626005;277754.4179711209;287981.5482659817
CSTB;MRS_Linear;France;Individual_dwelling;Surface in m2;1756150.0;2322650.0000000005;2435950.0000000005;2435950.0000000005;2435950.0000000005;3327238.9621296586;4380633.38250032;5434027.802870975;6487422.223241636;7540816.643612288;8594211.063982952;9647605.484353608;10700999.904724276;11754394.32509491;12807788.745465605;13861183.165836219;14914577.5862069;15967972.006577542;17021366.42694821;18074760.847318877;19128155.26768955;20181549.68806019;21234944.108430855;22288338.52880147;23341732.949172165;24395127.369542833;25448521.789913446;26501916.21028417;27555310.630654786;28608705.051025454;29662099.47139612
CSTB;MRS_Linear;France;Residential_dwelling;Number of dwelling;31000.0;41000.0;43000.0;43000.0;43000.0;58733.25617175037;77328.0385260427;95922.82088033494;114517.60323462728;133112.38558891945;151707.16794321185;170301.95029750408;188896.73265179654;207491.51500608842;226086.29736038134;244681.07971467287;263275.86206896557;281870.64442325756;300465.42677755;319060.2091318425;337654.99148613494;356249.77384042693;374844.5561947194;393439.3385490109;412034.12090330385;430628.9032575963;449223.68561188783;467818.4679661812;486413.25032047275;505008.0326747652;523602.8150290577
CSTB;MRS_Plateau;France;Collective_dwelling;Number of dwelling;13950.0;18450.0;19350.0;19350.0;24726.145622240318;36650.23236327115;48574.31910430199;60498.40584533281;72422.49258636372;84346.57932739443;96270.66606842542;108194.7528094561;120118.83955048709;132042.92629151783;143967.01303254865;155891.0997735796;155891.0997735796;155891.0997735796;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735798;155891.0997735802;155891.0997735802;155891.0997735802
CSTB;MRS_Plateau;France;Collective_dwelling;Surface in m2;809100.0;1070100.0;1122300.0;1122300.0;1434116.4460899385;2125713.4770697267;2817310.5080495155;3508907.539029303;4200504.570009096;4892101.600988877;5583698.631968674;6275295.662948454;6966892.693928251;7658489.724908034;8350086.755887822;9041683.786867617;9041683.786867617;9041683.786867617;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867628;9041683.786867652;9041683.786867652;9041683.786867652
CSTB;MRS_Plateau;France;Individual_dwelling;Number of dwelling;17050.0;22550.000000000004;23650.000000000004;23650.000000000004;30220.844649404833;44794.72844399807;59368.612238591326;73942.49603318455;88516.37982777788;103090.26362237097;117664.1474169644;132238.03121155745;146811.9150061509;161385.798800744;175959.68259533725;190533.5663899306;190533.5663899306;190533.5663899306;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.56638993087;190533.5663899314;190533.5663899314;190533.5663899314
CSTB;MRS_Plateau;France;Individual_dwelling;Surface in m2;1756150.0;2322650.0000000005;2435950.0000000005;2435950.0000000005;3112746.998888698;4613857.029731802;6114967.060574907;7616077.091418008;9117187.122261122;10618297.15310421;12119407.183947334;13620517.214790417;15121627.245633543;16622737.276476633;18123847.307319738;19624957.338162854;19624957.338162854;19624957.338162854;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.33816288;19624957.338162933;19624957.338162933;19624957.338162933
CSTB;MRS_Plateau;France;Residential_dwelling;Number of dwelling;31000.0;41000.0;43000.0;43000.0;54946.99027164515;81444.96080726922;107942.93134289331;134440.90187851735;160938.8724141416;187436.84294976539;213934.8134853898;240432.78402101353;266930.75455663796;293428.7250922618;319926.69562788587;346424.6661635102;346424.6661635102;346424.6661635102;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.66616351064;346424.6661635116;346424.6661635116;346424.6661635116
