ffo_bat_usage_niveau_1_txt;dpe_avant;sum_shab
Individual_dwelling;A;77128766
Individual_dwelling;B;251733936
Individual_dwelling;C;1034110419
Individual_dwelling;D;467857633
Individual_dwelling;E;108099929
Individual_dwelling;F;32838353
Individual_dwelling;G;10967283
