Model;Scenario;Region;Variable;Unit;Dpe_Avant;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB;MRS_normal_MDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;639575099.260467;571959565.1347271;499478023.7989712;425532258.2010283;353050716.8652724;284790171.8957369;223025476.63177487;169329830.1471519;124479456.15607587;88486187.93258996;60733521.39061806;40173840.34382141;25540069.529246632;15532598.397900872;8957221.316659153;4806293.302230192;2288628.195218939;821463.2540451599;0.0
CSTB;MRS_normal_MDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;157570750.0674098;121577481.84392382;76727107.85284781;23031461.368224714;645010.843795605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_MDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;50658601.29403743;41002305.47075328;26368534.656178482;5808853.609381824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal_MDS;France;Residential_dwelling;Surface in m2;G;13762445.745954776;12295280.804780997;9777615.697769744;5626687.683340774;351175.3080616193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;A;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61280214.0;61280214.0;61280214.0;61280214.0;61280214.0;61280214.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;69677453.4909;86310657.1309;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0009
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;B;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;145109204.1739;145138203.0;145138203.0;145138203.0;145138203.0;145138203.0;146761295.3449;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;156338752.0009;174365475.1809;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;C;392493761.8554;388776386.1814;385130946.6821;381585023.5667;378176302.368;374955852.56769997;371992093.1989;368897219.0;366714709.9949;365170328.1289;364410337.4929;364633934.4849;366050602.9939;364383210.0;367054329.2009;373040137.2009;380658755.3409;389823489.9909;400378437.4809;406580399.0;402678802.0;398777205.0;394875608.0;399944560.2009;414879935.5709;430072001.37090003;445452338.5709;460969877.6909;476586933.1909;492275924.86090004;508016795.9991001
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;D;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;205950985.50910002;189317781.86910003;171900186.99910003;153873463.81910002;135383406.79910004;116546434.42910004;97452771.62910004;78170837.42910004;58751701.30910003;39233048.80910003;19642460.13910003;2.9802322387695312e-08
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;E;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;67288649.6551;59034054.799100004;49146649.799100004;37626434.6591;24560103.009100005;10103558.519100005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;F;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;18924571.8261;17176485.0051;14819269.871100001;11677663.507100001;7552469.5151;2234204.006100001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Collective_dwelling;Surface in m2;G;3714636.1446;3530414.8186000003;3274257.3179;2918583.4333;2425707.632;1744560.4323000002;806722.8011000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;A;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;78431451.0;78431451.0;78431451.0;78431451.0;78431451.0;91082202.2529;98265453.0;98265453.0;98265453.0;98265453.0;118557445.7229;150136555.4729;183700430.9629;218847116.9629;255222953.2429;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;B;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;252110364.3659;253051060.0;253051060.0;253051060.0;253051060.0;253051060.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;C;1025422820.6556;1015738640.9218999;1006199620.0442;996861411.6853;987800060.8789;979118619.9149001;970955150.4659001;963491715.9389001;955445341.0000001;949205315.0709001;945488795.2879001;943757041.2429001;944432767.1229001;935263030.0000001;930540909.1429001;940436628.4929001;953627169.3129002;969937593.8929002;968761314.0000002;958705397.0000002;948649480.0000002;938593563.0000002;928537646.0000002;921499317.4829003;949454225.6429002;977927105.3129002;1006779894.8329002;1035909541.9029002;1065240001.4929001;1094715619.9329002;1124295917.9829001
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;D;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;447164308.27709997;415585198.52709997;382021323.03709996;346874637.03709996;310498800.7571;273188010.5171;235177185.35709998;196648388.6871;157739682.16709998;118554118.09709999;79167741.50709999;39636206.06709999;0.01709999144077301
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;E;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;95100887.7471;78444072.8571;58492436.50709999;35245978.68709999;8879637.107099995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;F;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;31037969.634099998;26281382.9291;19941985.7121;11617822.7571;886179.8770999983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Individual_dwelling;Surface in m2;G;10469856.3444;10098119.0781;9581222.955799999;8863514.314699998;7868948.121099998;6494472.085099998;4602024.534099998;2009542.0610999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;A;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138483396.0;139711665.0;139711665.0;139711665.0;139711665.0;139711665.0;155213598.2529;162396849.0;162396849.0;162396849.0;162396849.0;182688841.7229;219814008.9638;270011088.0938;314679790.96290004;351055627.2429;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.00090003
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;B;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396929943.1739;397248567.36590004;398189263.0;398189263.0;398189263.0;398189263.0;399812355.3449;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;413529580.00090003;431556303.1809;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;C;1417916582.511;1404515027.1032999;1391330566.7263;1378446435.2519999;1365976363.2469;1354074472.4826;1342947243.6648002;1332388934.9389;1322160050.9949002;1314375643.1998;1309899132.7808;1308390975.7278001;1310483370.1168;1299646240.0;1297595238.3438;1313476765.6938002;1334285924.6538002;1359761083.8838003;1369139751.4809003;1365285796.0000002;1351328282.0000002;1337370768.0000002;1323413254.0000002;1321443877.6838002;1364334161.2138002;1407999106.6838002;1452232233.4038002;1496879419.5938003;1541826934.6838002;1586991544.7938004;1632312713.9820004
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;658661351.2771;621536184.0362;571339104.9061999;518774824.0362;464372264.5762;408571417.3162;351723619.78620005;294101160.3162;235910519.59620002;177305819.40620002;118400790.31620002;59278666.20620002;0.017100021243095398
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;162389537.40219998;137478127.6562;107639086.3062;72872413.34619999;33439740.1162;10103558.519100005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51480435.8261;48214454.6392;41100652.8002;31619649.2192;19170292.2722;3120383.883199999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_HDS;France;Residential_dwelling;Surface in m2;G;14184492.489;13628533.8967;12855480.273699999;11782097.747999998;10294655.753099998;8239032.517399998;5408747.335199999;2009542.0610999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;A;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61106378.0;61280214.0;61280214.0;61280214.0;61280214.0;61280214.0;61280214.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;64131396.0;69677453.4909;86310657.1309;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0;95832674.0009
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;B;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;144805010.0;145109204.1739;145138203.0;145138203.0;145138203.0;145138203.0;145138203.0;146761295.3449;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;148443174.0;156338752.0009;174365475.1809;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0;183884983.0
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;C;394427238.8554;392643340.1814;390931377.6821;389318931.5667;387843687.368;386556714.56769997;385526432.1989;384365035.0;384116002.9949;384505098.1289;385678584.4929;387835658.4849;391185803.9939;391451888.0;396056484.2009;403975769.2009;413527864.3409;424626075.9909;437114500.4809;445249939.0;443281819.0;441313699.0;439345579.0;446348008.2009;463216860.5709;480342403.37090003;497656217.5709;515107233.6909;532657766.1909;550280234.8609;567954574.9991
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;D;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;211497043.0;205950985.50910002;189317781.86910003;171900186.99910003;153873463.81910002;135383406.79910004;116546434.42910004;97452771.62910004;78170837.42910004;58751701.30910003;39233048.80910003;19642460.13910003;2.9802322387695312e-08
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;E;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;71762924.0;67288649.6551;59034054.799100004;49146649.799100004;37626434.6591;24560103.009100005;10103558.519100005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;F;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;19402602.0;18924571.8261;17176485.0051;14819269.871100001;11677663.507100001;7552469.5151;2234204.006100001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Collective_dwelling;Surface in m2;G;3714636.1446;3530414.8186000003;3274257.3179;2918583.4333;2425707.632;1744560.4323000002;806722.8011000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;A;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;77203182.0;78431451.0;78431451.0;78431451.0;78431451.0;78431451.0;91082202.2529;98265453.0;98265453.0;98265453.0;98265453.0;118557445.7229;150136555.4729;183700430.9629;218847116.9629;255222953.2429;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0;261227226.0
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;B;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;251820739.0;252110364.3659;253051060.0;253051060.0;253051060.0;253051060.0;253051060.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;257190828.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0;285479757.0
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;C;1030430416.6556;1025753832.9218999;1021222408.0442;1016891795.6853;1012838040.8789;1009164195.9149001;1006008322.4659001;1003552483.9389001;1000513705.0000001;999281275.0709001;1000572351.2879001;1003848193.2429001;1009531515.1229001;1005369374.0000001;1005654849.1429001;1020558164.4929001;1038756301.3129002;1060074321.8929002;1063905638.0000002;1058857317.0000002;1053808996.0000002;1048760675.0000002;1043712354.0000002;1041681621.4829003;1074644125.6429002;1108124601.3129003;1141984986.8329003;1176122229.9029002;1210460285.4929001;1244943499.9329002;1279531384.9829001
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;D;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;467456301.0;447164308.27709997;415585198.52709997;382021323.03709996;346874637.03709996;310498800.7571;273188010.5171;235177185.35709998;196648388.6871;157739682.16709998;118554118.09709999;79167741.50709999;39636206.06709999;0.01709999144077301
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;E;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;107751639.0;95100887.7471;78444072.8571;58492436.50709999;35245978.68709999;8879637.107099995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;F;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;32555864.0;31037969.634099998;26281382.9291;19941985.7121;11617822.7571;886179.8770999983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Individual_dwelling;Surface in m2;G;10469856.3444;10098119.0781;9581222.955799999;8863514.314699998;7868948.121099998;6494472.085099998;4602024.534099998;2009542.0610999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;A;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138309560.0;138483396.0;139711665.0;139711665.0;139711665.0;139711665.0;139711665.0;155213598.2529;162396849.0;162396849.0;162396849.0;162396849.0;182688841.7229;219814008.9638;270011088.0938;314679790.96290004;351055627.2429;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.0;357059900.00090003
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;B;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396625749.0;396929943.1739;397248567.36590004;398189263.0;398189263.0;398189263.0;398189263.0;399812355.3449;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;405634002.0;413529580.00090003;431556303.1809;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0;469364740.0
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;C;1424857655.511;1418397173.1032999;1412153785.7263;1406210727.2519999;1400681728.2469;1395720910.4826;1391534754.6648002;1387917518.9389;1384629707.9949002;1383786373.1998;1386250935.7808;1391683851.7278001;1400717319.1168;1396821262.0;1401711333.3438;1424533933.6938002;1452284165.6538002;1484700397.8838003;1501020138.4809003;1504107256.0000002;1497090815.0000002;1490074374.0000002;1483057933.0000002;1488029629.6838002;1537860986.2138002;1588467004.6838002;1639641204.4038002;1691229463.5938003;1743118051.6838002;1795223734.7938004;1847485959.982
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;D;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;678953344.0;658661351.2771;621536184.0362;571339104.9061999;518774824.0362;464372264.5762;408571417.3162;351723619.78620005;294101160.3162;235910519.59620002;177305819.40620002;118400790.31620002;59278666.20620002;0.017100021243095398
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;E;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;179514563.0;162389537.40219998;137478127.6562;107639086.3062;72872413.34619999;33439740.1162;10103558.519100005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;F;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51958466.0;51480435.8261;48214454.6392;41100652.8002;31619649.2192;19170292.2722;3120383.883199999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising_MDS;France;Residential_dwelling;Surface in m2;G;14184492.489;13628533.8967;12855480.273699999;11782097.747999998;10294655.753099998;8239032.517399998;5408747.335199999;2009542.0610999977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
