Model;Scenario;Region;Variable;Unit;Dpe;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB;BAU;France;Collective_dwelling;MtCO2eq;1;0.13443403160000003;0.13443403160000003;0.13443403160000003;0.13443403160000003;0.13443403160000003;0.13443403160000003;0.13443403160000003;0.1348164708;0.1348164708;0.1348164708;0.1348164708;0.1348164708;0.1348164708;0.14108907120000003;0.14108907120000003;0.14108907120000003;0.14108907120000003;0.14108907120000003;0.14108907120000003;0.15329039767998;0.18988344568798;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.2108318828;0.21083188280198
CSTB;BAU;France;Collective_dwelling;MtCO2eq;2;0.970193567;0.970193567;0.970193567;0.970193567;0.970193567;0.970193567;0.970193567;0.97223166796513;0.9724259601;0.9724259601;0.9724259601;0.9724259601;0.9724259601;0.9833006788108302;0.9945692658;0.9945692658;0.9945692658;0.9945692658;0.9945692658;0.9945692658;0.9945692658;1.04746963840603;1.1682486837120303;1.2320293861000002;1.2320293861000002;1.2320293861000002;1.2320293861000002;1.2320293861000002;1.2320293861000002;1.2320293861000002;1.2320293861000002
CSTB;BAU;France;Collective_dwelling;MtCO2eq;3;6.122902684944241;6.06491162442984;6.00804276824076;5.952726367640519;5.8995503169407995;5.849311300056119;5.803076653902839;5.754796616399999;5.72074947592044;5.6966571188108395;5.6848012648892405;5.6882893779644395;5.71038940670484;5.684378076;5.7260475355340406;5.8194261403340395;5.93827658331804;6.08124644385804;6.24590362470204;6.3426542243999995;6.2817893112;6.220924398;6.1600594848000005;6.2391351391340395;6.4721269949060405;6.709123221386041;6.94905648170604;7.1911300919780405;7.43475615777804;7.679504427830041;7.925062017585962
CSTB;BAU;France;Collective_dwelling;MtCO2eq;4;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.34491129;6.178529565273001;5.679533456073001;5.157005609973001;4.616203914573001;4.061502203973001;3.496393032873001;2.9235831488730013;2.345125122873001;1.762551039273001;1.176991464273001;0.5892738041730009;8.940696716308593e-16
CSTB;BAU;France;Collective_dwelling;MtCO2eq;5;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.2149789951999996;3.01453150454848;2.64472565499968;2.2017699109996802;1.68566427272768;1.1002926148076801;0.45263942165568016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;BAU;France;Collective_dwelling;MtCO2eq;6;1.2301249668;1.2301249668;1.2301249668;1.2301249668;1.2301249668;1.2301249668;1.2301249668;1.19981785377474;1.08898914932334;0.9395417098277401;0.7403638663501401;0.47882656725734;0.14164853398674004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;BAU;France;Collective_dwelling;MtCO2eq;7;0.34546116144780004;0.32832857812980004;0.3045059305647;0.2714282592969;0.22559080977600002;0.1622441202039;0.07502522050230002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;BAU;France;Collective_dwelling;MtCO2eq;new;0.1452761989600924;0.2905523979201848;0.4697238341203659;0.6150000330804545;0.7941714692806394;0.4361721316831951;0.5036217954860951;0.5710714592889935;0.6385211230918936;0.7217078613276919;0.789157525130592;0.840870114500592;0.908319778303492;0.9757694421063904;1.04321910590929;1.0949316952792902;1.1623813590821883;1.2298310228850882;1.2815436122550885;1.3332562016250882;1.400705865427988;1.452418454797988;1.504131044167988;1.555843633537988;1.6075562229079878;1.6592688122779875;1.7109814016479876;1.7626939910179875;1.814406580387988;1.866119169757988;1.917831759127988
CSTB;BAU;France;Individual_dwelling;MtCO2eq;1;0.1698470004;0.1698470004;0.1698470004;0.1698470004;0.1698470004;0.1698470004;0.1698470004;0.1698470004;0.1725491922;0.1725491922;0.1725491922;0.1725491922;0.1725491922;0.20038084495638003;0.2161839966;0.2161839966;0.2161839966;0.2161839966;0.26082638059038005;0.33030042204038007;0.4041409481183801;0.48146365731838003;0.5614904971343802;0.5746998972;0.5746998972;0.5746998972;0.5746998972;0.5746998972;0.5746998972;0.5746998972;0.5746998972
CSTB;BAU;France;Individual_dwelling;MtCO2eq;2;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6871989512999999;1.6891394412515301;1.695442102;1.695442102;1.695442102;1.695442102;1.695442102;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.7231785476;1.9127143719000002;1.9127143719000002;1.9127143719000002;1.9127143719000002;1.9127143719000002;1.9127143719000002;1.9127143719000002;1.9127143719000002
CSTB;BAU;France;Individual_dwelling;MtCO2eq;3;15.99659600222736;15.845522798381637;15.696714072689518;15.55103802229068;15.40968094971084;15.274250470672442;15.14690034726804;15.030470768646842;14.904947319600002;14.807602915106042;14.749625206491242;14.722609843389241;14.73315116711724;14.590103268000002;14.516438182629242;14.670811404489243;14.876583841281242;15.131026464729242;15.112676498400003;14.955804193200002;14.798931888000004;14.642059582800004;14.485187277600005;14.375389352733244;14.811485920029243;15.255662842881243;15.705766359393241;16.160188853685245;16.61774402328924;17.077563670953243;17.539016320533243
CSTB;BAU;France;Individual_dwelling;MtCO2eq;4;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;14.02368903;13.414929248313;12.467555955813;11.460639691112998;10.406239111112999;9.314964022713;8.195640315513;7.055315560712999;5.899451660613;4.732190465013;3.5566235429129995;2.3750322452129993;1.1890861820129994;5.129997432231903e-10
