Model;Scenario;Region;Variable;Unit;Saut_Classe_Dpe;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1340568679794922;2.600933247644531;3.2808261184453125;1.1328905553837891;0.0;0.0;2.751540359765625;0.0;0.0;0.0;5.6727501878701165;8.816089303042968;9.04268581303125;9.212347077257812;9.337883246015625;9.42995863039453;6.906513643168946;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;3;0.0;0.0;0.0;0.0;0.0;0.0;0.43292101248242204;1.337381605765625;1.6308591408007813;2.19913896875;0.16786505798339843;0.671095203125;0.0;0.0;4.840123599536132;8.059169025351563;9.390063527148438;4.128275017885743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;4;0.17648506043;0.324196078745;0.4507906823;0.6259214458;0.8673719029499999;0.992669606096875;0.4046617959042967;0.0;0.0;0.0;3.8682887951708986;1.1217258930595704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;5;0.03906135;0.0;0.0;0.0;0.0;0.0;0.45772211953125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;6;0.0446496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Individual_dwelling;MtCO2eq;sum;0.26019601043;0.324196078745;0.4507906823;0.6259214458;0.8673719029499999;0.992669606096875;1.2953049279179687;1.337381605765625;1.6308591408007813;2.19913896875;4.036153853154297;2.9268779641640625;2.600933247644531;3.2808261184453125;5.973014154919921;8.059169025351563;9.390063527148438;7.654262939286133;4.7133797225;5.102366115390625;5.42305284578125;7.569710752719726;8.816089303042968;9.04268581303125;9.212347077257812;9.337883246015625;9.42995863039453;8.633543310186523;6.363818197070312;6.387272108171875;6.404184167421875
CSTB;HRS_rising_BAU_RE2020_WLC;France;Residential_dwelling;MtCO2eq;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7744475616347655;6.822032910926891;7.470016393579813;7.939511345146114;4.462771361030825;0.0;0.0;0.0;0.9745750265214855;2.917188309567567;4.66497542876082;9.316819918651394;9.351157145590793;9.375916905124576
CSTB;HRS_rising_BAU_RE2020_WLC;France;Residential_dwelling;MtCO2eq;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7756069943157762;3.807843960685071;4.803227430931798;3.006162762039194;1.2722138421569589;0.43725719318087863;5.71677322065076;0.11774367769074294;0.0;0.0;5.776729060510456;12.907018063691616;13.23876212223395;13.48715128154835;12.209077441800963;9.42995863039453;6.906513643168946;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Residential_dwelling;MtCO2eq;3;0.0;0.0;0.0;0.0;0.0;0.0956964702679055;0.8889852321547197;1.962148456279139;2.4134752603548355;3.254461015310811;1.0156804494833984;1.1621095860442578;0.0;0.0;4.840123599536132;9.678507765405284;13.018571483040677;4.128275017885743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising_BAU_RE2020_WLC;France;Residential_dwelling;MtCO2eq;4;0.26591106388;0.47151463568999996;0.6556353339550001;0.910347600785;1.2615160194;1.270628429616402;0.4046617959042967;0.0;0.0;0.0;4.650437370846573;1.1217258930595704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
