Model;Scenario;Region;Variable;Unit;Programmation;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;Renovation;0.1017351466980949;0.17015489307909332;0.29198696415805453;0.481405118574541;0.7006813539808575;0.7057821034697254;1.0320542934022516;1.4499821928463041;2.025403268650718;1.4088608251396557;1.747233947345791;1.767226243805408;2.0327940449022273;3.701597923944279;3.0296315254775994;2.3227696323126126;1.5903372734534529;1.4977232405755365;1.355196029934818;1.1781508292035987;0.9840742921832576;0.789738118068686;0.6089288283063837;0.4511055711077386;0.3210835579473662;0.2195766544128032;0.14427214248756207;0.09107664405464286;0.05524077700287517;0.03219146625820676;0.018023949375315287
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Demolition;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;New_construction;4.258522363501857;4.258522363501857;5.252103052123604;4.258522363501745;5.252103052123714;3.526588832274883;3.526588832274976;3.526588832274883;3.160622066661535;3.898045233997987;3.160622066661535;2.117110617305;2.761385595083236;2.7613855950831634;2.761385595083236;2.117110617305;2.7613855950831634;2.761385595083236;2.117110617305;2.117110617305;2.761385595083236;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Renovation;0.2195269922177335;0.3433528363317301;0.589195823295884;0.9714196864755985;1.5388006538574879;1.7197318384286695;2.0257498136762617;2.846072319809105;4.621177860404511;3.5745307602951297;3.338601758322124;3.4921437417875487;6.5703545053505366;7.398974607579392;7.856501645288909;6.720557013360037;3.4124525314943797;2.959589843031751;2.6779476320143005;2.3280958278583657;1.9445890943209565;1.5605693025053962;1.203279435453151;0.8914113303553046;0.634480130321243;0.43389647603872494;0.2850902997102042;0.1799728436997196;0.10915904761954993;0.0636122442311017;0.03561639163855534
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;Demolition;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;New_construction;10.785574445351724;10.785574445351724;13.302019721403166;10.785574445351441;13.302019721403447;9.083403442498273;9.083403442498511;9.083403442498273;8.276419644327646;10.207439380190078;8.276419644327646;5.430694228475;7.083352514145986;7.083352514145799;7.083352514145986;5.430694228475;7.083352514145799;7.083352514145986;5.430694228475;5.430694228475;7.083352514145986;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_normal_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;Renovation;0.3212621389158284;0.5135077294108235;0.8811827874539386;1.4528248050501396;2.2394820078383453;2.425513941898395;3.057804107078513;4.2960545126554095;6.646581129055228;4.983391585434785;5.085835705667915;5.259369985592957;8.603148550252763;11.100572531523671;10.88613317076651;9.04332664567265;5.002789804947833;4.457313083607287;4.0331436619491186;3.5062466570619644;2.928663386504214;2.350307420574082;1.8122082637595347;1.3425169014630431;0.9555636882686092;0.6534731304515281;0.4293624421977663;0.27104948775436244;0.1643998246224251;0.09580371048930847;0.05364034101387062
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;Demolition;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;New_construction;6.527052081849867;6.527052081849867;8.049916669279563;6.527052081849696;8.049916669279733;5.556814610223389;5.556814610223536;5.556814610223389;5.115797577666112;6.30939414619209;5.115797577666112;3.3135836111699994;4.32196691906275;4.321966919062636;4.32196691906275;3.3135836111699994;4.321966919062636;4.32196691906275;3.3135836111699994;3.3135836111699994;4.32196691906275;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994;3.3135836111699994
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;Renovation;0.052788149390000004;0.0644774641;0.08965512524500001;0.12448585961;0.17250653045499997;0.20296345612682434;0.27945026713459464;0.397621214847973;0.34480340670108117;0.46188674922972983;0.6155850307837839;0.6828868432702722;0.8803885470979754;1.2993196162128404;0.9312496973187844;0.9820598209459456;1.144237584851351;1.2978045625337835;1.4358865135337835;1.9216264780933803;2.753469521486494;2.360502769636356;1.7904920996351346;1.5395145074972292;1.2473130353108106;1.264310104324324;1.2767767240540535;1.2858617160540537;1.2924513141891887;1.2972146551756754;1.3006493876784455
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Demolition;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;New_construction;4.258522363501857;4.258522363501857;5.252103052123604;4.258522363501745;5.252103052123714;3.526588832274883;3.526588832274976;3.526588832274883;3.160622066661535;3.898045233997987;3.160622066661535;2.117110617305;2.761385595083236;2.7613855950831634;2.761385595083236;2.117110617305;2.7613855950831634;2.761385595083236;2.117110617305;2.117110617305;2.761385595083236;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305;2.117110617305
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Renovation;0.12075762946;0.13010804320500002;0.180913642805;0.251198024385;0.34809816775999997;0.39838328855937505;0.5485140948601563;0.7514148417835937;1.0074673179511717;0.9523870528726561;1.176255342998047;1.3494248540332032;1.7396999200000003;3.0147855964575783;2.820151423299687;1.940608379355469;2.2610812488984373;2.5645386927421874;4.153205710809141;5.119269744628906;5.441018878261719;5.69760730078125;5.896864084453125;3.9205610169366785;2.46476444396875;2.4983516590703125;2.52298643840625;2.5409389201640624;2.5539603570078127;2.5633730011875;2.5701602360546874
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;Demolition;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;New_construction;10.785574445351724;10.785574445351724;13.302019721403166;10.785574445351441;13.302019721403447;9.083403442498273;9.083403442498511;9.083403442498273;8.276419644327646;10.207439380190078;8.276419644327646;5.430694228475;7.083352514145986;7.083352514145799;7.083352514145986;5.430694228475;7.083352514145799;7.083352514145986;5.430694228475;5.430694228475;7.083352514145986;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475;5.430694228475
CSTB;BAU_construction_BAU_RE2020_upfront_MRS_rising_BAU_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;Renovation;0.17354577885;0.19458550730500002;0.27056876805;0.37568388399499997;0.5206046982149999;0.6013467446861994;0.827964361994751;1.1490360566315667;1.352270724652253;1.414273802102386;1.791840373781831;2.0323116973034754;2.620088467097976;4.314105212670419;3.751401120618471;2.9226682003014144;3.4053188337497886;3.862343255275971;5.589092224342925;7.040896222722287;8.194488399748213;8.058110070417605;7.68735618408826;5.460075524433908;3.7120774792795608;3.7626617633946364;3.7997631624603034;3.826800636218116;3.8464116711970013;3.8605876563631756;3.870809623733133
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;Demolition;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194;0.07803194
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;New_construction;6.527052081849867;6.527052081849867;8.049916669279563;6.527052081849696;8.049916669279733;5.556814610223389;5.556814610223536;5.556814610223389;5.115797577666112;6.30939414619209;5.115797577666112;3.3135836111699994;4.32196691906275;4.321966919062636;3.673671881203337;2.8165460694945;3.6736718812032407;3.1226210990228367;2.394064159070325;2.394064159070325;2.6542279341694117;2.034954535209776;2.034954535209776;1.7297113549283096;1.7297113549283096;1.7297113549283096;1.470254651689063;1.470254651689063;1.470254651689063;1.2497164539356995;1.2497164539356995
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Collective_dwelling;MtCO2eq;Renovation;0.22413799222726855;0.388771079227363;0.6671338397731665;0.8745614339619652;1.244536497597715;1.612575842516261;2.514842299624802;1.987757619328479;2.470240373445358;3.203729061617776;6.4767869969505965;3.816126976059082;3.09636128346597;3.4220084423419754;3.529168310375445;4.726447301106087;4.632857373998476;3.1879141372608144;2.2371210273041635;1.94485958867071;1.3808107878250908;1.108126613659013;0.8544227827329213;0.5380261707720031;0.3829510612251198;0.261885452388778;0.14626035310069296;0.0923317688985359;0.0560020487024634;0.027739831609115095;0.015531486406742815
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Demolition;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751;0.30167751
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;New_construction;4.258522363501857;4.258522363501857;5.252103052123604;4.258522363501745;5.252103052123714;3.526588832274883;3.526588832274976;3.526588832274883;3.160622066661535;3.898045233997987;3.160622066661535;2.117110617305;2.761385595083236;2.7613855950831634;2.3471777558207503;1.7995440247092498;2.3471777558206885;1.9951010924476376;1.5296124210028623;1.5296124210028623;1.6958359285804925;1.3001705578524332;1.3001705578524332;1.105144974174568;1.105144974174568;1.105144974174568;0.9393732280483827;0.9393732280483827;0.9393732280483827;0.7984672438411269;0.7984672438411269
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Individual_dwelling;MtCO2eq;Renovation;0.506304085769735;0.8555477464744141;1.4681258038768858;2.3705588474765276;2.738784988947675;3.4518945234537517;6.690155456623813;4.282630590299738;5.14762473242774;10.858260421264903;13.864907603619196;9.819830691480327;6.672762882123882;7.374543480537982;9.14926706744677;10.185653167653662;9.983963721696869;7.992161497033038;7.231606773501758;5.3516827147154125;2.9756937672085435;2.3880501851646376;1.8413098822496943;1.159464524088099;0.8252724385419803;0.5643719728054387;0.3151959884358783;0.19897807262895995;0.12068630165999143;0.05978027167116408;0.033470876461520735
CSTB;BAU_construction_Optimist_RE2020_upfront_HRS_normal_Optimist_RE2020_WLC_HDS_Constant_WLC;France;Residential_dwelling;MtCO2eq;Demolition;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945;0.37970945
