Model;Scenario;Region;Variable;Unit;Saut_Classe_Dpe;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;HRS_rising;France;Individual_dwelling;Surface in m2;5;86803.0;0.0;0.0;0.0;0.0;0.0;1228269.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising;France;Individual_dwelling;Surface in m2;6;74416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;HRS_rising;France;Individual_dwelling;Surface in m2;sum;665462.0298;926274.5107;1287973.378;1788346.988;2478205.437;3424843.924;4715496.906;6459805.492;8789472.422;11852201.6;15796161.93;20741692.23;26740518.53;33730581.78;41504536.83;49714392.06;57924247.3;65698202.35;72688265.6;78687091.9;83632622.2;87576582.53;90639311.71;92968978.64;94713287.22;96003940.2;96950578.69;97640437.14;98140810.75;98502509.62;98763322.1
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3350438.9176435955;24017338.4154195;22618677.5107326;20466225.7581993;17792481.9104217;14861530.1268492;11926657.2932822;9196068.0193209;6812614.74734136;4849016.99757247;3316055.59725458;2178803.78450604;1375443.19592726;834248.469023013;486156.837368837;272198.4191374128
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11841522.360734094;14861530.1268492;17792481.9104218;20466225.7581993;645010.843795605;14289727.082356494;21152081.917643506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2223608791828156e-09
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;3;0.0;0.0;0.0;0.0;792835.7059625653;3316055.59725458;4849016.99757248;6812614.74734136;6344886.019320911;85134.93254810479;0.0;0.0;0.0;21973666.666936994;9727611.333063006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;4;225307.41913741402;486156.837368838;834248.469023013;1375443.19592726;1212132.078543475;0.0;0.0;0.0;2851182.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;5;35047.0;0.0;0.0;0.0;173836.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;6;11844.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Collective_dwelling;Surface in m2;sum;272198.419137414;486156.837368838;834248.469023013;1375443.19592726;2178803.78450604;3316055.59725458;4849016.99757248;6812614.74734136;9196068.01932091;11926657.2932822;14861530.1268492;17792481.9104218;20466225.7581993;22618677.5107326;24017338.4154195;24502520.8352871;24017338.4154195;22618677.5107326;20466225.7581993;17792481.9104217;14861530.1268492;11926657.2932822;9196068.0193209;6812614.74734136;4849016.99757247;3316055.59725458;2178803.78450604;1375443.19592726;834248.469023013;486156.837368837;272198.419137414
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40141060.801664494;45641867.4588029;41298469.5057627;35903164.5742013;29988843.8642268;24066610.9302037;18556598.522651;13747066.2994553;9784753.8170023;6691415.53409118;4396573.29673568;2775484.8185017;1683416.63798824;981008.103804942;549264.8349077471
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15965635.79534209;29988843.8642268;35903164.5742013;1920224.7662298083;0.0;0.0;19965786.88132809;8323142.118671909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.28642737865448e-08
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;3;0.0;0.0;0.0;0.0;0.0;3881650.226029571;9784753.81700232;13747066.2994553;2683803.657512808;4139768.0;0.0;0.0;39378244.739532895;45641867.458803;48464202.9203364;29477457.88132771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;4;388045.83490781;981008.103804943;1683416.63798824;2775484.81850171;4396573.29673568;1581496.3080616193;0.0;0.0;15872794.86513829;3961207.1348617096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;5;86803.0;0.0;0.0;0.0;0.0;1228269.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;6;74416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_normal;France;Individual_dwelling;Surface in m2;sum;549264.83490781;981008.103804943;1683416.63798824;2775484.81850171;4396573.29673568;6691415.53409119;9784753.81700232;13747066.2994553;18556598.5226511;24066610.9302038;29988843.8642268;35903164.5742013;41298469.5057627;45641867.458803;48464202.9203364;49443244.7626558;48464202.9203364;45641867.4588029;41298469.5057627;35903164.5742013;29988843.8642268;24066610.9302037;18556598.522651;13747066.2994553;9784753.8170023;6691415.53409118;4396573.29673568;2775484.8185017;1683416.63798824;981008.103804942;549264.83490781
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8970549.200899996;18836972.37;19093662.8;19281934.2;19419136.12;19518652.5;19590588.67;19642460.1391
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6572716.200899999;9887405.0;11520215.14;13066331.65;14456544.49;10103558.519100005;0.0;7895578.000899997;18026723.18;9519507.819100004;0.0;0.0;0.0;0.0;0.0;0.0;0.0009000003337860107
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1719087.9948999998;2357215.134;3141606.364;4125193.992;5318265.509;3857296.351;1681878.655100001;0.0;0.0;0.0;0.0;5546057.490899995;16633203.64;9522016.869100004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;4;85458.8554;184221.326;256157.5007;355673.8846;492875.8013;681147.1997;937837.6312;1110916.975;28998.82610000018;0.0;0.0;0.0;0.0;2851182.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;5;35047.0;0.0;0.0;0.0;0.0;0.0;0.0;173836.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;6;11844.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Collective_dwelling;Surface in m2;sum;132349.8554;184221.326;256157.5007;355673.8846;492875.8013;681147.1997;937837.6312;1284752.975;1748086.821;2357215.134;3141606.364;4125193.992;5318265.509;6708478.351;8254594.856;9887405.0;11520215.14;13066331.65;14456544.49;15649616.01;16633203.64;17417594.87;18026723.18;18490057.02;18836972.37;19093662.8;19281934.2;19419136.12;19518652.5;19590588.67;19642460.14
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3017588.482900016;38010825.16;38528796.67;38908706.52;39185564.07;39386376.59;39531535.44;39636206.05
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5333796.142900003;19951636.35;23246457.82;26366341.58;8879637.107099995;0.0;0.0;0.0;0.0;28288929.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3815891.0709000025;6339397.217;8324162.955;10731642.88;886179.8770999983;4139768.0;0.0;0.0;0.0;20291992.722900003;31579109.75;33563875.49;35146686.0;36375836.28;6004272.757099986;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;4;105847.6556;371737.2663;516896.1223;717708.6411;994566.1936;1374476.036;1892447.551;2592482.473;2299167.427;940695.6340999976;0.0;0.0;0.0;12650751.252900003;7183250.7470999975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;5;86803.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1228269.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;6;74416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTB;MRS_rising;France;Individual_dwelling;Surface in m2;sum;267066.6556;371737.2663;516896.1223;717708.6411;994566.1936;1374476.036;1892447.551;2592482.473;3527436.427;4756586.705;6339397.217;8324162.955;10731642.88;13536931.13;16656814.89;19951636.35;23246457.82;26366341.58;29171629.83;31579109.75;33563875.49;35146686.0;36375836.28;37310790.24;38010825.16;38528796.67;38908706.52;39185564.07;39386376.59;39531535.44;39636206.05
