ffo_bat_usage_niveau_1_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel individuel;30;P0;58232;63529;7676;10530;46;33;43091;5996858;9564799
Résidentiel individuel;30;P1;6921;7330;707;1164;11;9;5232;667436;1062748
Résidentiel individuel;30;P2;21946;23994;1961;3363;15;15;17965;2222335;3660633
Résidentiel individuel;30;P3;65484;70540;2956;7138;785;734;59201;7203492;11467432
Résidentiel individuel;30;P4;41389;46841;1723;7916;1574;1353;36257;4975831;7992850
Résidentiel individuel;30;P5;20004;23341;1037;5145;783;748;16670;2428090;3727623
Résidentiel individuel;30;P6;18429;21473;927;3837;1026;953;13595;2215067;3251243
Résidentiel individuel;30;;8842;9865;568;1715;147;143;7362;1013455;1620290
Résidentiel individuel;31;P0;60519;64984;8134;10590;119;119;44439;7500932;12343297
Résidentiel individuel;31;P1;12449;13037;1037;1963;155;155;9775;1383969;2243654
Résidentiel individuel;31;P2;39677;41658;2918;6457;264;264;31525;4160610;6608179
Résidentiel individuel;31;P3;91899;96124;3141;9482;1554;1553;82472;10592052;17242081
Résidentiel individuel;31;P4;59342;68096;1875;12807;4658;4658;52843;7826181;12479962
Résidentiel individuel;31;P5;24298;29005;938;7566;2407;2407;20272;3219335;4888702
Résidentiel individuel;31;P6;28634;35699;1565;8930;3860;3860;20176;3703224;5246786
Résidentiel individuel;31;;12645;14333;575;2674;654;654;10931;1595572;2749581
Résidentiel individuel;32;P0;39134;42113;6065;5561;18;18;28858;5326593;8054563
Résidentiel individuel;32;P1;1807;1927;257;293;1;1;1297;227734;347274
Résidentiel individuel;32;P2;7938;8340;781;1463;148;148;5900;839206;1376647
Résidentiel individuel;32;P3;15354;16408;959;2166;540;539;12887;1759884;2863415
Résidentiel individuel;32;P4;9286;10270;464;1962;564;564;7526;1144244;1840980
Résidentiel individuel;32;P5;6331;7290;315;1383;474;474;5349;821253;1277338
Résidentiel individuel;32;P6;4691;5318;247;888;324;324;3585;587163;882373
Résidentiel individuel;32;;2316;2532;165;479;85;85;1846;285300;455923
Résidentiel individuel;33;2021;2;3;0;2;0;0;0;251;406
Résidentiel individuel;33;P0;122194;135854;16359;27000;253;246;88354;15194591;23357081
Résidentiel individuel;33;P1;33510;35731;2493;5583;237;236;26777;3395085;4861153
Résidentiel individuel;33;P2;53836;59902;3590;8171;964;963;46935;5615191;8280553
Résidentiel individuel;33;P3;121266;133670;4740;14275;4010;4011;112438;13603540;20377749
Résidentiel individuel;33;P4;63962;76490;2366;17110;6188;6172;55564;8189233;11943029
Résidentiel individuel;33;P5;35225;44828;1704;13836;4806;4805;28789;4621005;6347247
Résidentiel individuel;33;P6;40545;49241;1961;10628;3773;3773;30571;5079803;6730406
Résidentiel individuel;33;;15815;18772;881;4114;852;852;13386;1929029;2827927
Résidentiel individuel;34;P0;64190;69052;9624;12127;20;19;45040;6122966;10116442
Résidentiel individuel;34;P1;9644;10394;1117;1718;45;45;7215;918596;1404814
Résidentiel individuel;34;P2;26104;29086;2341;4091;67;67;21783;2685578;4149402
Résidentiel individuel;34;P3;90820;102296;4587;10236;1183;1183;85606;10279431;15648612
Résidentiel individuel;34;P4;59540;71816;2656;11901;3405;3380;55686;7306034;11229755
Résidentiel individuel;34;P5;23656;27480;1333;6182;986;939;19482;2961143;4415867
Résidentiel individuel;34;P6;25416;29099;1281;4927;1367;1367;19213;3020697;4292747
Résidentiel individuel;34;;11734;14359;865;2573;377;377;10555;1434795;2203054
Résidentiel individuel;35;P0;88107;94470;10063;14009;78;77;67839;9786308;16675919
Résidentiel individuel;35;P1;15819;16487;1342;2199;129;129;12660;1636618;2744087
Résidentiel individuel;35;P2;31149;32360;2412;3911;414;410;25565;3119766;5515805
Résidentiel individuel;35;P3;75824;79507;2570;8811;3722;3663;67575;8432287;14359281
Résidentiel individuel;35;P4;47901;51812;1039;9761;4063;4043;40696;6112817;8949870
Résidentiel individuel;35;P5;24804;26414;562;4561;690;613;20978;3112494;4238877
Résidentiel individuel;35;P6;25603;27248;678;4198;261;261;19064;3099579;3987981
Résidentiel individuel;35;;11740;12605;479;1985;440;417;10042;1393352;2145054
Résidentiel individuel;36;P0;52878;56304;9199;6549;130;130;38926;5267335;10301705
Résidentiel individuel;36;P1;6590;6924;946;894;83;83;4949;638432;1250386
Résidentiel individuel;36;P2;12204;12715;1278;1975;548;548;9272;1112360;2128852
Résidentiel individuel;36;P3;20365;21844;1079;2880;1742;1737;17664;2089389;3870771
Résidentiel individuel;36;P4;6888;8410;335;2570;1973;1973;5359;848126;1349847
Résidentiel individuel;36;P5;4219;4813;181;1282;775;775;3283;507087;776693
Résidentiel individuel;36;P6;2539;3050;152;661;408;408;1945;315282;461700
Résidentiel individuel;36;;2323;2581;181;560;323;323;1802;257347;450745
Résidentiel individuel;37;P0;69268;75877;8140;10902;179;177;54959;7732724;14587005
Résidentiel individuel;37;P1;9117;9648;714;1458;22;22;7307;880252;1584646
Résidentiel individuel;37;P2;19631;21269;1388;3232;853;849;16366;1898635;3438949
Résidentiel individuel;37;P3;45796;49135;1743;5801;3044;3018;41228;4901648;8625522
Résidentiel individuel;37;P4;21838;24157;583;4716;2254;2140;18697;2727615;4127420
Résidentiel individuel;37;P5;11326;12995;330;3414;1295;1281;9190;1418517;1968404
Résidentiel individuel;37;P6;10152;11679;458;2453;1155;873;7241;1246543;1653090
Résidentiel individuel;37;;5831;6480;266;1151;398;398;5004;681195;1114277
Résidentiel individuel;38;P0;75795;81124;8826;9520;59;56;60872;8497083;14181054
Résidentiel individuel;38;P1;10182;11027;899;1219;63;63;8688;1117442;1941850
Résidentiel individuel;38;P2;28316;30307;2079;3000;169;169;24702;2940910;5477243
Résidentiel individuel;38;P3;77192;87226;3229;8118;3655;3349;75011;9209515;15371665
Résidentiel individuel;38;P4;45730;50114;1460;6234;2793;2600;41947;5715408;8893522
Résidentiel individuel;38;P5;21021;22837;937;2884;314;277;18783;2595919;3836826
Résidentiel individuel;38;P6;21769;23898;967;2643;743;642;16944;2636007;3729855
Résidentiel individuel;38;;9932;10973;562;1347;316;316;8935;1198975;1936510
Résidentiel individuel;39;P0;33488;35370;4507;3658;4;3;26390;3961841;7462444
Résidentiel individuel;39;P1;4056;4196;390;465;3;3;3253;425040;806783
Résidentiel individuel;39;P2;11164;11430;836;1048;4;0;9361;1108409;2223874
Résidentiel individuel;39;P3;20179;20796;755;1253;142;138;18578;2204047;4295945
Résidentiel individuel;39;P4;9604;10308;257;1360;104;104;8563;1197536;2028236
Résidentiel individuel;39;P5;5672;6235;194;974;40;40;4929;716657;1127535
Résidentiel individuel;39;P6;4376;4857;157;626;12;12;3364;551948;845208
Résidentiel individuel;39;;2408;2602;126;354;4;4;2077;289024;518044
Résidentiel individuel;40;P0;33837;38153;5248;7111;46;40;24677;4546186;7418106
Résidentiel individuel;40;P1;10165;11113;1107;1852;9;7;7803;1171606;1875156
Résidentiel individuel;40;P2;23998;26103;1993;4266;586;376;19159;2476279;4061041
Résidentiel individuel;40;P3;41736;46980;2266;5699;1627;1607;37906;4700662;7676784
Résidentiel individuel;40;P4;26376;30850;1184;5865;1721;1639;22970;3272058;5261137
Résidentiel individuel;40;P5;15127;17337;719;3595;425;398;12821;1897204;2884296
Résidentiel individuel;40;P6;16112;18095;747;2829;674;635;12221;1914283;2729014
Résidentiel individuel;40;;6252;7267;362;1259;95;95;5368;757986;1219927
Résidentiel individuel;41;P0;54568;59474;8058;8047;32;32;41869;6158562;12231476
Résidentiel individuel;41;P1;6421;6765;694;906;20;20;5022;640099;1230612
Résidentiel individuel;41;P2;16450;17130;1531;2275;235;234;13089;1469220;2871063
Résidentiel individuel;41;P3;31587;33443;1640;3799;1799;1799;27763;3339215;6105991
Résidentiel individuel;41;P4;13741;16075;659;3852;2412;2378;11422;1743589;2703796
Résidentiel individuel;41;P5;7742;8822;328;2258;579;491;6107;959365;1372766
Résidentiel individuel;41;P6;5380;6497;314;1555;448;331;3913;684409;968005
Résidentiel individuel;41;;3947;4296;252;743;192;192;3254;442210;757303
Résidentiel individuel;42;2021;1;1;0;0;0;0;1;100;150
Résidentiel individuel;42;P0;58479;62242;8203;7536;105;104;45163;6599680;12053867
Résidentiel individuel;42;P1;10474;10969;1006;1245;49;46;8539;1110844;2086788
Résidentiel individuel;42;P2;19617;20703;1553;2051;59;56;16852;1969158;3982251
Résidentiel individuel;42;P3;46250;49221;1554;3270;1041;1038;44060;5143251;9658555
Résidentiel individuel;42;P4;23913;25378;527;2517;1060;1060;22209;2921613;4993984
Résidentiel individuel;42;P5;12081;13246;348;2049;798;798;10746;1509434;2348847
Résidentiel individuel;42;P6;11981;13305;407;1993;664;646;9393;1488221;2198368
Résidentiel individuel;42;;5844;6302;292;658;85;80;5293;684595;1235572
Résidentiel individuel;43;P0;40725;43297;7465;3900;25;25;30753;4143638;7328501
Résidentiel individuel;43;P1;6211;6558;949;613;1;1;4834;648888;1185942
Résidentiel individuel;43;P2;10324;10920;1154;1232;31;31;8293;1037025;2002610
Résidentiel individuel;43;P3;22280;23310;1212;1835;330;330;19871;2407560;4368448
Résidentiel individuel;43;P4;12163;12802;370;1375;475;475;10914;1436190;2476861
Résidentiel individuel;43;P5;6060;6478;195;781;258;213;5360;750354;1216948
Résidentiel individuel;43;P6;5033;5425;199;582;170;170;3899;619779;970668
Résidentiel individuel;43;;2832;3007;172;328;26;26;2453;321783;580784
Résidentiel individuel;44;2021;1;1;0;0;0;0;0;148;196
Résidentiel individuel;44;P0;88406;95071;8287;15518;84;63;69559;9302890;15106671
Résidentiel individuel;44;P1;29017;30519;1858;3669;281;280;24613;2870441;4402614
Résidentiel individuel;44;P2;60703;63172;3534;6142;654;650;52783;5841416;9352280
Résidentiel individuel;44;P3;110130;117642;3056;10231;3756;3746;103700;12321440;19241305
Résidentiel individuel;44;P4;66469;73269;1371;12373;4257;4224;59053;8190057;11705312
Résidentiel individuel;44;P5;33213;36791;798;7701;1938;1911;27953;3973423;5361083
Résidentiel individuel;44;P6;35998;40212;926;7342;2229;2202;26701;4170341;5435650
Résidentiel individuel;44;;14170;15771;511;2347;555;553;12785;1675684;2482706
Résidentiel individuel;45;P0;62080;67108;7954;9385;165;158;48319;7220697;13787270
Résidentiel individuel;45;P1;10820;11355;1027;1628;174;172;8545;1079040;2011231
Résidentiel individuel;45;P2;28538;30106;2357;3668;405;405;23705;2665160;5091850
Résidentiel individuel;45;P3;64807;69604;3233;8893;4649;4634;57038;6913054;11882041
Résidentiel individuel;45;P4;24136;27213;954;5744;3230;3149;20306;3047073;4459799
Résidentiel individuel;45;P5;11884;13816;563;3479;1384;1384;9623;1503197;2013663
Résidentiel individuel;45;P6;12274;15008;809;3975;1883;1495;8288;1561517;2050427
Résidentiel individuel;45;;6474;6972;318;1136;329;329;5451;715800;1173888
Résidentiel individuel;46;P0;39427;42680;5666;3994;32;32;31386;4339163;7938352
Résidentiel individuel;46;P1;2941;3128;373;347;2;2;2298;318209;592102
Résidentiel individuel;46;P2;8573;9005;983;1209;26;26;6584;852899;1618138
Résidentiel individuel;46;P3;17928;18784;1172;1802;206;206;15440;1941201;3628230
Résidentiel individuel;46;P4;11797;13037;700;1971;646;646;9991;1399047;2424610
Résidentiel individuel;46;P5;6248;6994;325;1022;297;297;5399;785787;1260653
Résidentiel individuel;46;P6;4645;5103;235;616;235;232;3570;550184;848740
Résidentiel individuel;46;;2689;2893;191;438;115;115;2200;309234;540950
Résidentiel individuel;47;P0;51776;56329;9240;9418;37;37;36000;6422269;11245824
Résidentiel individuel;47;P1;4929;5250;675;1026;49;49;3453;523193;899685
Résidentiel individuel;47;P2;19646;20557;2086;4111;57;57;14007;1905388;3335435
Résidentiel individuel;47;P3;30638;32044;1978;4371;592;592;25261;3337130;5682600
Résidentiel individuel;47;P4;13761;15601;810;3433;1021;1021;11006;1679714;2783962
Résidentiel individuel;47;P5;8896;10130;536;2391;563;563;7078;1127681;1777895
Résidentiel individuel;47;P6;6759;7815;431;1626;334;284;4860;862515;1295329
Résidentiel individuel;47;;4222;4674;363;1019;147;147;3212;487916;818378
Résidentiel individuel;48;P0;16805;17846;2402;1354;1;0;13342;1512841;2459347
Résidentiel individuel;48;P1;2556;2671;338;188;0;0;2040;240399;407020
Résidentiel individuel;48;P2;4054;4269;434;398;35;34;3280;401908;740852
Résidentiel individuel;48;P3;8276;8649;468;525;23;23;7441;853838;1523871
Résidentiel individuel;48;P4;5081;5526;213;722;257;257;4370;555267;943134
Résidentiel individuel;48;P5;2577;2710;94;272;46;46;2279;296421;479925
Résidentiel individuel;48;P6;2221;2384;81;204;81;81;1798;251073;391327
Résidentiel individuel;48;;1199;1396;112;187;24;24;1054;128808;218247
Résidentiel individuel;49;2021;1;1;0;0;0;0;0;126;158
Résidentiel individuel;49;P0;83452;90220;8581;14709;144;144;65104;9727402;17166593
Résidentiel individuel;49;P1;10477;11018;733;1736;203;201;8433;1097249;1819679
Résidentiel individuel;49;P2;27238;29157;1610;4936;1238;1235;22347;2768854;4664215
Résidentiel individuel;49;P3;62133;68866;1764;11445;3488;3461;55370;7064326;12192899
Résidentiel individuel;49;P4;35196;39882;813;10604;2313;2280;28288;4331744;6461231
Résidentiel individuel;49;P5;18860;20642;461;4739;1128;1084;15351;2244850;3114114
Résidentiel individuel;49;P6;14868;17026;424;3860;1199;1146;10437;1756657;2341434
Résidentiel individuel;49;;8757;9740;287;2198;510;510;7191;1021450;1586649
Résidentiel individuel;50;P0;82328;88844;10005;13555;73;72;62896;8747310;14642110
Résidentiel individuel;50;P1;9154;9755;823;1238;14;14;7526;878956;1439110
Résidentiel individuel;50;P2;29025;32239;2640;6879;2976;2976;22195;2818040;4927203
Résidentiel individuel;50;P3;41856;49299;1950;9938;7026;6939;36976;4869352;8276992
Résidentiel individuel;50;P4;23253;26432;847;6065;2936;2916;19194;2855017;4333571
Résidentiel individuel;50;P5;15179;16695;529;3450;798;758;12455;1887568;2694307
Résidentiel individuel;50;P6;12225;13318;434;2333;538;538;8908;1427838;1971167
Résidentiel individuel;50;;6592;7565;390;1739;775;775;5325;771154;1213873
Résidentiel individuel;51;P0;39030;42148;5438;5784;192;192;30086;4667581;8943660
Résidentiel individuel;51;P1;20710;22056;1940;3663;856;856;16102;2325916;4160767
Résidentiel individuel;51;P2;20593;22448;1657;3911;1420;1417;16605;2138083;4043466
Résidentiel individuel;51;P3;38897;42337;1550;5987;3504;3500;34464;4427009;7748609
Résidentiel individuel;51;P4;14094;16557;526;4289;2842;2702;11550;1949928;3197284
Résidentiel individuel;51;P5;7982;9404;324;2565;1172;1172;6444;1121650;1717982
Résidentiel individuel;51;P6;6886;7953;317;1552;895;895;5135;936521;1376019
Résidentiel individuel;51;;4547;5264;282;1110;505;475;3812;576330;980071
Résidentiel individuel;52;P0;36124;38603;6665;4474;20;19;26839;4226820;8427220
Résidentiel individuel;52;P1;3698;3858;416;570;106;106;2819;364640;672258
Résidentiel individuel;52;P2;8605;9707;882;1530;531;531;7190;884283;1669128
Résidentiel individuel;52;P3;14006;14723;678;1398;624;624;12502;1493924;2788622
Résidentiel individuel;52;P4;4462;5154;226;1358;724;724;3501;569907;937596
Résidentiel individuel;52;P5;2563;3095;137;822;424;424;2101;353261;531711
Résidentiel individuel;52;P6;1672;1972;94;406;152;152;1226;228100;355892
Résidentiel individuel;52;;1650;1865;120;376;151;151;1349;195185;342437
Résidentiel individuel;53;P0;47788;50677;6744;7855;76;76;34676;5159488;9362220
Résidentiel individuel;53;P1;3133;3273;378;498;7;7;2317;317019;577523
Résidentiel individuel;53;P2;10780;11098;880;1545;74;74;8545;980412;1864265
Résidentiel individuel;53;P3;27510;28681;1083;4048;1302;1302;23419;2836027;5153503
Résidentiel individuel;53;P4;15428;16556;428;4050;1203;1203;11987;1800382;2761540
Résidentiel individuel;53;P5;7740;8482;179;2027;694;694;6221;954937;1385676
Résidentiel individuel;53;P6;5932;6564;188;1478;439;439;4166;706367;985932
Résidentiel individuel;53;;3998;4324;169;1009;293;293;3108;440997;716903
Résidentiel individuel;54;P0;47293;49529;5642;5808;326;326;37345;5542538;10940437
Résidentiel individuel;54;P1;23008;24160;2027;3368;788;788;18498;2410531;4572739
Résidentiel individuel;54;P2;36964;38226;2245;4008;1026;1026;31613;3663470;7052950
Résidentiel individuel;54;P3;44026;44885;1317;2807;824;824;40533;4790013;8502847
Résidentiel individuel;54;P4;17795;19093;459;2465;911;871;16059;2350583;3824030
Résidentiel individuel;54;P5;9348;10360;339;1883;744;717;8057;1275313;1969107
Résidentiel individuel;54;P6;8064;8830;280;1223;434;433;6115;1054618;1574500
Résidentiel individuel;54;;4962;5450;232;764;326;326;4403;609562;1063231
Résidentiel individuel;55;P0;26836;27950;4749;3262;83;82;19522;3145185;6733020
Résidentiel individuel;55;P1;12278;12794;1712;1806;52;52;9123;1447408;2977563
Résidentiel individuel;55;P2;8146;9208;889;1170;80;80;7051;906443;1830158
Résidentiel individuel;55;P3;13436;14158;748;1760;949;859;11545;1450969;2661081
Résidentiel individuel;55;P4;4955;5598;303;1112;601;597;4126;645725;1084732
Résidentiel individuel;55;P5;3291;3622;150;716;292;292;2732;444243;709180
Résidentiel individuel;55;P6;1933;2092;102;270;48;48;1482;259649;411609
Résidentiel individuel;55;;1641;1745;134;233;69;69;1366;191392;340393
Résidentiel individuel;56;P0;56089;60842;7987;7189;30;30;44087;5817046;9279262
Résidentiel individuel;56;P1;23030;24419;2620;2691;5;5;18616;2306107;3787010
Résidentiel individuel;56;P2;47950;50015;4016;4723;182;61;40393;4872987;8319208
Résidentiel individuel;56;P3;90812;96429;4076;7989;2199;2199;83275;10360475;16822772
Résidentiel individuel;56;P4;51250;56121;1709;8818;2709;2709;44927;6280659;9074303
Résidentiel individuel;56;P5;26386;28563;990;5308;1038;1038;21955;3250215;4370601
Résidentiel individuel;56;P6;23671;25212;803;3466;605;605;17467;2799191;3602819
Résidentiel individuel;56;;12358;13373;584;1997;394;384;10622;1467815;2225615
Résidentiel individuel;57;P0;43798;46366;5645;5891;785;785;33971;5495289;10428730
Résidentiel individuel;57;P1;18437;19240;1478;2363;217;217;15036;2100083;4002282
Résidentiel individuel;57;P2;62532;64726;4408;6958;639;639;52485;6800402;13477312
Résidentiel individuel;57;P3;65840;67967;2267;4869;1384;1336;60343;7481869;13926608
Résidentiel individuel;57;P4;33585;35294;995;3349;1039;993;30739;4482523;7754618
Résidentiel individuel;57;P5;15661;17043;517;2355;800;710;14026;2203343;3549746
Résidentiel individuel;57;P6;15037;16568;605;1959;855;750;11916;2036621;3094809
Résidentiel individuel;57;;8085;8678;395;1001;228;178;7122;1021052;1833650
Résidentiel individuel;58;P0;58534;61913;9238;5983;48;48;44955;5641720;11183905
Résidentiel individuel;58;P1;6454;6701;706;786;47;47;5087;579082;1111067
Résidentiel individuel;58;P2;9581;9905;975;1201;98;97;7568;828864;1639387
Résidentiel individuel;58;P3;18368;19158;989;1488;556;556;16479;1802813;3362475
Résidentiel individuel;58;P4;5208;5899;302;1013;586;586;4522;600727;989959
Résidentiel individuel;58;P5;3087;3456;178;625;208;208;2588;359403;541364
Résidentiel individuel;58;P6;2005;2345;105;450;145;145;1548;246667;363292
Résidentiel individuel;58;;1985;2119;195;255;55;55;1631;205193;373120
Résidentiel individuel;59;P0;231188;244567;24600;56510;7168;7153;160587;23617587;38829307
Résidentiel individuel;59;P1;116220;124806;9180;29887;13216;13212;84653;12025800;19133008
Résidentiel individuel;59;P2;134896;146093;8119;35979;21035;21031;101081;13015783;20537880
Résidentiel individuel;59;P3;138653;156565;4284;31161;23303;23293;120598;15751843;22819141
Résidentiel individuel;59;P4;48324;57565;1508;15562;10418;10377;40191;6588132;9023401
Résidentiel individuel;59;P5;26704;36207;1327;13625;7740;7715;21010;3923723;5096766
Résidentiel individuel;59;P6;24370;33207;1408;11127;6743;6449;17376;3496232;4361860
Résidentiel individuel;59;;15200;17820;709;4505;2828;2828;12463;1834058;2672223
Résidentiel individuel;60;P0;75838;81471;6994;11795;127;128;61195;8109284;14366587
Résidentiel individuel;60;P1;16811;17899;1460;2864;349;349;13271;1696683;3046380
Résidentiel individuel;60;P2;30256;31807;1918;4514;1135;1135;25011;2800992;5261055
Résidentiel individuel;60;P3;63411;66745;1838;6616;3089;3082;57869;6776168;11307178
Résidentiel individuel;60;P4;21198;24325;786;5062;2723;2627;18268;2608220;3876325
Résidentiel individuel;60;P5;12655;14828;515;3670;1567;1508;10475;1572790;2125925
Résidentiel individuel;60;P6;10136;12596;522;3144;1827;1783;7549;1279290;1671965
Résidentiel individuel;60;;6964;7537;334;1237;291;291;5904;774505;1261097
Résidentiel individuel;61;2021;1;1;0;1;0;0;0;54;54
Résidentiel individuel;61;P0;65258;68812;9126;9355;37;36;48588;6762308;12237390
Résidentiel individuel;61;P1;3730;3900;458;647;63;63;2713;358366;647435
Résidentiel individuel;61;P2;12439;13102;1233;2757;876;874;8912;1135058;2173807
Résidentiel individuel;61;P3;22279;24346;1095;3852;2299;2298;19204;2319173;4274378
Résidentiel individuel;61;P4;8489;10203;424;3014;1949;1947;6661;1029248;1683630
Résidentiel individuel;61;P5;5912;6625;248;1559;544;544;4689;701997;1071809
Résidentiel individuel;61;P6;3257;3742;184;722;246;246;2417;388997;582319
Résidentiel individuel;61;;2820;3230;201;854;377;377;2145;311000;535855
Résidentiel individuel;62;P0;92048;100623;11013;27206;8765;8574;60694;9824963;16771505
Résidentiel individuel;62;P1;95228;111955;9983;43816;33684;33688;57193;10367418;16804365
Résidentiel individuel;62;P2;93001;99929;6559;21311;8986;8986;71061;8936904;14556947
Résidentiel individuel;62;P3;105470;119133;3469;23136;16309;16252;91877;11537435;18124679
Résidentiel individuel;62;P4;42687;52175;1442;14436;9093;9047;35918;5580983;8191201
Résidentiel individuel;62;P5;25760;33420;1202;11239;5709;5589;20755;3583496;4806456
Résidentiel individuel;62;P6;22484;29498;1207;8273;4974;4748;16874;3074631;3938664
Résidentiel individuel;62;;14251;16499;695;4101;2155;2156;11533;1657154;2543504
Résidentiel individuel;63;P0;82913;87718;14597;9231;75;75;61293;8104597;14726264
Résidentiel individuel;63;P1;14848;16021;1850;2207;549;549;11624;1484467;2641280
Résidentiel individuel;63;P2;25462;27034;2532;3036;258;258;20858;2497156;4572937
Résidentiel individuel;63;P3;53953;56112;2258;4099;1099;1099;49006;5778250;9881296
Résidentiel individuel;63;P4;24532;26349;720;3396;1471;1452;21837;2899612;4693980
Résidentiel individuel;63;P5;12749;13624;442;1902;670;670;11059;1517063;2333087
Résidentiel individuel;63;P6;13487;14621;443;1678;815;815;10478;1592099;2332911
Résidentiel individuel;63;;6362;6853;466;897;280;280;5345;719720;1223124
Résidentiel individuel;64;P0;42920;46303;6142;5685;13;13;32599;5947113;9311436
Résidentiel individuel;64;P1;10319;10920;1012;1236;1;1;8350;1335297;2033534
Résidentiel individuel;64;P2;26021;27601;2127;2989;65;63;21766;2978649;4831558
Résidentiel individuel;64;P3;45854;49025;2102;3734;517;517;42335;5747190;9365454
Résidentiel individuel;64;P4;27660;30347;975;3770;1196;1196;25203;3789216;5940894
Résidentiel individuel;64;P5;14734;16397;589;2395;359;359;13200;2010195;3096804
Résidentiel individuel;64;P6;13861;15124;544;1696;304;264;11047;1806191;2677022
Résidentiel individuel;64;;6379;7238;370;894;102;102;5846;852155;1357276
Résidentiel individuel;65;P0;29930;31864;4716;2849;50;50;23034;3563114;5715457
Résidentiel individuel;65;P1;4805;5019;588;528;34;33;3763;523616;862900
Résidentiel individuel;65;P2;13560;13997;1396;1442;79;79;10795;1375459;2368538
Résidentiel individuel;65;P3;18619;19710;1131;1335;188;169;16835;2101924;3498847
Résidentiel individuel;65;P4;9128;10137;498;1131;372;369;8244;1119925;1782132
Résidentiel individuel;65;P5;6174;7045;370;1279;602;588;5269;785679;1182292
Résidentiel individuel;65;P6;4952;5759;297;978;506;504;3816;624735;909238
Résidentiel individuel;65;;2556;2866;195;430;137;136;2170;304199;493540
Résidentiel individuel;66;P0;32139;33818;5000;5937;79;79;21928;2690139;4276053
Résidentiel individuel;66;P1;7693;8061;860;1382;23;23;5589;695085;1058788
Résidentiel individuel;66;P2;20761;21966;1842;3218;33;33;16382;1979985;2969234
Résidentiel individuel;66;P3;51263;60474;2646;5887;769;759;51047;5647484;8124839
Résidentiel individuel;66;P4;28015;33309;1160;5418;2317;2316;26238;3391430;4941644
Résidentiel individuel;66;P5;11898;13521;573;2601;658;615;10127;1441657;2031635
Résidentiel individuel;66;P6;13466;14949;633;2252;459;459;10055;1564136;2120471
Résidentiel individuel;66;;5934;6919;330;1035;241;241;5427;696654;1018882
Résidentiel individuel;67;2021;1;1;0;0;0;0;0;44;79
Résidentiel individuel;67;P0;49041;52041;5990;6314;135;127;38224;5905789;11635462
Résidentiel individuel;67;P1;17145;18114;1328;2072;251;110;14364;2095328;4291969
Résidentiel individuel;67;P2;39385;40714;2630;3988;128;100;33336;4676470;10010847
Résidentiel individuel;67;P3;58604;61167;1684;3801;702;534;55072;7424962;14760551
Résidentiel individuel;67;P4;32122;34317;761;3089;446;416;30113;4467757;8350633
Résidentiel individuel;67;P5;12137;13600;378;2017;612;520;11088;1782317;3151863
Résidentiel individuel;67;P6;13285;14788;500;1638;458;324;10710;1875088;3091192
Résidentiel individuel;67;;8078;8543;309;813;98;85;7306;1059367;2081861
Résidentiel individuel;68;P0;28151;29854;3590;3633;53;52;21743;3279086;6684576
Résidentiel individuel;68;P1;19033;19945;1459;2705;765;764;15411;2084670;4271833
Résidentiel individuel;68;P2;31003;31985;2322;3286;192;192;25815;3401803;7415805
Résidentiel individuel;68;P3;45836;47393;1620;3263;663;663;42037;5399197;10924423
Résidentiel individuel;68;P4;27098;29234;801;2712;488;488;25467;3685445;6761001
Résidentiel individuel;68;P5;9880;11218;360;1886;532;532;8866;1419207;2423561
Résidentiel individuel;68;P6;10991;12152;430;1287;255;249;8700;1514782;2474988
Résidentiel individuel;68;;6330;6792;293;703;89;89;5722;813753;1591133
Résidentiel individuel;69;2021;1;1;1;0;0;0;0;91;91
Résidentiel individuel;69;P0;58254;64798;7328;9026;86;76;46865;7356970;13469054
Résidentiel individuel;69;P1;14161;15034;1022;1823;104;100;11948;1559007;2731695
Résidentiel individuel;69;P2;25867;27686;1804;2781;203;199;22726;2830916;5373394
Résidentiel individuel;69;P3;66460;72536;2050;5091;1315;1218;64843;8045200;13946812
Résidentiel individuel;69;P4;33861;37011;997;4142;1468;1362;31540;4474062;7300643
Résidentiel individuel;69;P5;15034;17186;585;2992;669;641;13498;2018793;3089522
Résidentiel individuel;69;P6;15805;17811;656;2346;712;589;12374;2073982;2985753
Résidentiel individuel;69;;8428;9046;391;971;129;130;7581;1047003;1793965
Résidentiel individuel;70;P0;40056;43100;6255;4877;61;61;31230;4794685;9820344
Résidentiel individuel;70;P1;3288;3438;334;409;30;30;2648;356727;724974
Résidentiel individuel;70;P2;8906;9412;747;1143;257;246;7394;880247;1849637
Résidentiel individuel;70;P3;19955;20685;694;1688;512;512;18100;2131872;4275727
Résidentiel individuel;70;P4;9863;10906;275;1972;940;940;8494;1238820;2133875
Résidentiel individuel;70;P5;5210;5656;147;1108;331;331;4372;662205;1062138
Résidentiel individuel;70;P6;3961;4381;182;674;162;141;2993;501534;782301
Résidentiel individuel;70;;2473;2620;141;437;133;133;2017;285472;528552
Résidentiel individuel;71;P0;91162;97547;12850;10933;426;410;71355;10063192;20234967
Résidentiel individuel;71;P1;12130;12665;1262;1893;686;685;9310;1189426;2288775
Résidentiel individuel;71;P2;19275;20347;1640;2632;774;767;15790;1859311;3703679
Résidentiel individuel;71;P3;38672;40589;1501;3257;1185;776;35509;4146729;7949410
