ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;bois;54;P3;3;30;5;20;20;20;5;2340;2529
Résidentiel collectif;bois;54;P4;4;48;3;45;0;0;0;3495;4175
Résidentiel collectif;bois;54;P5;2;55;4;49;52;52;2;3513;4877
Résidentiel collectif;bois;54;P6;3;96;2;57;96;96;0;6287;7311
Résidentiel collectif;bois;55;P0;27;83;32;34;0;0;16;4487;8525
Résidentiel collectif;bois;55;P1;2;5;3;1;0;0;1;336;819
Résidentiel collectif;bois;55;P3;2;11;3;2;8;8;2;1106;1210
Résidentiel collectif;bois;55;P4;1;69;7;62;69;0;0;6686;8059
Résidentiel collectif;bois;55;P6;1;3;1;2;0;0;0;248;413
Résidentiel collectif;bois;56;P0;23;110;29;55;0;0;24;4969;6926
Résidentiel collectif;bois;56;P1;5;21;3;17;0;0;0;1211;1771
Résidentiel collectif;bois;56;P2;12;48;7;34;0;0;7;2183;2690
Résidentiel collectif;bois;56;P3;2;8;2;4;0;0;2;354;545
Résidentiel collectif;bois;56;P5;1;3;0;3;0;0;0;146;190
Résidentiel collectif;bois;57;P0;128;440;122;215;0;0;88;28796;41057
Résidentiel collectif;bois;57;P1;19;63;13;35;0;0;14;4455;6334
Résidentiel collectif;bois;57;P2;21;182;13;141;135;135;28;12620;17009
Résidentiel collectif;bois;57;P3;3;15;6;3;8;8;6;839;1008
Résidentiel collectif;bois;57;P4;7;47;4;37;36;36;6;3645;4208
Résidentiel collectif;bois;57;P5;2;5;1;0;0;0;4;406;672
Résidentiel collectif;bois;57;P6;2;4;0;4;0;0;0;377;656
Résidentiel collectif;bois;58;P0;33;110;40;49;13;13;20;5745;8612
Résidentiel collectif;bois;58;P1;1;3;0;3;0;0;0;216;283
Résidentiel collectif;bois;58;P2;2;6;1;4;0;0;0;360;671
Résidentiel collectif;bois;58;P4;1;13;3;8;13;13;2;364;364
Résidentiel collectif;bois;58;P5;1;22;0;22;22;22;0;1537;2008
Résidentiel collectif;bois;59;P0;166;682;134;440;0;0;80;30684;41603
Résidentiel collectif;bois;59;P1;28;132;23;92;0;0;14;6663;9783
Résidentiel collectif;bois;59;P2;13;44;12;21;0;0;9;2527;3680
Résidentiel collectif;bois;59;P3;6;352;41;310;315;315;1;25907;27606
Résidentiel collectif;bois;59;P4;1;6;0;6;6;6;0;454;454
Résidentiel collectif;bois;59;P5;5;116;5;110;112;112;1;7377;8334
Résidentiel collectif;bois;59;P6;4;76;1;74;66;66;1;5338;5563
Résidentiel collectif;bois;60;P0;38;149;29;93;0;0;25;7595;9860
Résidentiel collectif;bois;60;P1;3;10;3;6;0;0;1;476;842
Résidentiel collectif;bois;60;P2;2;4;1;2;0;0;1;247;476
Résidentiel collectif;bois;60;P3;3;51;4;43;35;35;2;2950;3380
Résidentiel collectif;bois;60;P4;1;22;1;21;22;22;0;1453;1823
Résidentiel collectif;bois;60;P6;1;39;0;37;39;39;2;2626;3750
Résidentiel collectif;bois;61;P0;19;63;21;38;3;3;4;3012;4538
Résidentiel collectif;bois;61;P1;1;2;0;0;0;0;2;85;133
Résidentiel collectif;bois;61;P2;1;4;4;0;0;0;0;195;284
Résidentiel collectif;bois;61;P3;3;12;2;10;6;6;0;777;1206
Résidentiel collectif;bois;61;P4;1;2;0;2;0;0;0;114;174
Résidentiel collectif;bois;62;P0;56;260;62;111;5;5;63;11249;14780
Résidentiel collectif;bois;62;P1;19;77;20;47;0;0;8;3926;4837
Résidentiel collectif;bois;62;P2;16;48;12;23;0;0;12;2648;3767
Résidentiel collectif;bois;62;P3;1;5;1;4;0;0;0;265;308
Résidentiel collectif;bois;62;P4;2;20;1;17;20;20;2;1365;1571
Résidentiel collectif;bois;62;P5;1;12;0;12;12;12;0;870;1335
Résidentiel collectif;bois;63;P0;62;342;83;116;2;2;120;14463;21299
Résidentiel collectif;bois;63;P1;10;40;8;22;0;0;10;2078;3128
Résidentiel collectif;bois;63;P2;8;30;9;9;0;0;7;1985;2733
Résidentiel collectif;bois;63;P3;8;217;22;91;0;0;94;14378;21725
Résidentiel collectif;bois;63;P6;2;45;2;43;36;36;0;3316;4091
Résidentiel collectif;bois;64;P0;112;568;124;270;8;8;151;32603;43290
Résidentiel collectif;bois;64;P1;10;40;0;23;0;0;16;2316;2880
Résidentiel collectif;bois;64;P2;9;42;7;16;0;0;19;2399;3350
Résidentiel collectif;bois;64;P3;5;16;4;6;0;0;5;1209;1415
Résidentiel collectif;bois;64;P4;2;15;2;13;6;6;0;828;972
Résidentiel collectif;bois;64;P5;1;32;1;31;32;32;0;2320;2772
Résidentiel collectif;bois;64;P6;3;30;4;23;0;0;2;2137;3356
Résidentiel collectif;bois;65;P0;65;286;94;94;0;0;52;16371;22886
Résidentiel collectif;bois;65;P1;10;42;13;17;2;2;12;2637;3640
Résidentiel collectif;bois;65;P2;7;25;14;4;0;0;6;1326;1623
Résidentiel collectif;bois;65;P3;1;4;0;0;0;0;4;152;236
Résidentiel collectif;bois;65;P4;3;15;2;0;0;0;11;1273;2216
Résidentiel collectif;bois;65;P5;4;113;11;97;104;104;5;7612;9417
Résidentiel collectif;bois;65;P6;1;2;0;0;0;0;0;289;369
Résidentiel collectif;bois;66;P0;49;160;43;63;4;4;50;7316;9434
Résidentiel collectif;bois;66;P1;17;48;11;25;0;0;12;2403;2696
Résidentiel collectif;bois;66;P2;13;94;3;17;0;0;73;5865;7194
Résidentiel collectif;bois;66;P3;34;87;4;12;0;0;67;4222;5363
Résidentiel collectif;bois;66;P4;3;81;2;4;0;0;75;3361;5085
Résidentiel collectif;bois;67;P0;1348;5112;852;2610;91;91;1442;329021;502055
Résidentiel collectif;bois;67;P1;131;441;59;206;17;17;160;30989;45991
Résidentiel collectif;bois;67;P2;84;277;54;118;5;0;90;20475;32748
Résidentiel collectif;bois;67;P3;58;472;45;333;156;153;85;30933;40075
Résidentiel collectif;bois;67;P4;35;166;26;73;4;4;65;12819;18022
Résidentiel collectif;bois;67;P5;7;34;4;18;0;0;11;2844;5000
Résidentiel collectif;bois;67;P6;3;195;31;151;175;0;13;5915;6661
Résidentiel collectif;bois;68;P0;538;1724;377;705;50;50;540;118968;190147
Résidentiel collectif;bois;68;P1;91;285;72;96;0;0;106;19380;32666
Résidentiel collectif;bois;68;P2;36;125;26;54;18;18;41;9297;14746
Résidentiel collectif;bois;68;P3;27;141;17;82;1;1;23;8984;12103
Résidentiel collectif;bois;68;P4;12;75;8;55;22;22;12;5297;7906
Résidentiel collectif;bois;68;P5;5;17;3;14;0;0;0;1657;2343
Résidentiel collectif;bois;68;P6;1;7;0;7;7;7;0;399;552
Résidentiel collectif;bois;69;P0;44;285;37;177;0;0;70;15727;21630
Résidentiel collectif;bois;69;P1;8;191;60;124;0;0;4;4875;6828
Résidentiel collectif;bois;69;P2;7;52;3;28;12;12;20;3354;4022
Résidentiel collectif;bois;69;P3;7;228;21;199;211;211;5;16313;18558
Résidentiel collectif;bois;69;P4;1;2;0;1;0;0;1;188;289
Résidentiel collectif;bois;69;P6;2;38;3;34;35;35;0;2877;4805
Résidentiel collectif;bois;70;P0;22;69;29;27;0;0;10;4308;6442
Résidentiel collectif;bois;70;P2;3;7;1;5;0;0;1;470;683
Résidentiel collectif;bois;70;P3;1;2;0;0;0;0;2;146;254
Résidentiel collectif;bois;70;P4;2;12;3;8;0;0;1;991;1266
Résidentiel collectif;bois;70;P6;1;3;0;2;0;0;1;469;725
Résidentiel collectif;bois;71;P0;167;488;139;180;6;6;160;32965;51348
Résidentiel collectif;bois;71;P1;5;11;3;4;0;0;4;664;1237
Résidentiel collectif;bois;71;P2;4;8;1;1;0;0;5;540;895
Résidentiel collectif;bois;71;P3;5;99;27;68;32;32;1;6407;7971
Résidentiel collectif;bois;71;P4;5;83;42;38;0;0;2;5127;6104
Résidentiel collectif;bois;72;P0;47;194;57;111;0;0;22;8120;12299
Résidentiel collectif;bois;72;P1;4;11;3;6;0;0;0;438;538
Résidentiel collectif;bois;72;P2;3;14;5;8;0;0;1;352;459
Résidentiel collectif;bois;72;P3;6;20;4;12;0;0;4;1102;1413
Résidentiel collectif;bois;73;P0;161;493;65;97;1;0;293;32225;48125
Résidentiel collectif;bois;73;P1;30;77;11;19;0;0;41;5222;7971
Résidentiel collectif;bois;73;P2;57;240;21;26;0;0;161;14016;17861
Résidentiel collectif;bois;73;P3;84;1193;16;55;10;10;1041;44264;57909
Résidentiel collectif;bois;73;P4;39;292;13;7;0;0;116;15246;20183
Résidentiel collectif;bois;73;P5;11;139;4;3;0;0;114;8842;13407
Résidentiel collectif;bois;73;P6;2;4;0;0;0;0;3;465;714
Résidentiel collectif;bois;74;P0;656;1856;262;405;10;8;1043;126342;180435
Résidentiel collectif;bois;74;P1;137;470;78;91;0;0;263;29826;41248
Résidentiel collectif;bois;74;P2;316;1259;140;226;20;20;802;76787;108176
Résidentiel collectif;bois;74;P3;250;1616;82;229;1;1;1200;88411;117744
Résidentiel collectif;bois;74;P4;64;385;21;119;61;61;232;25820;33484
Résidentiel collectif;bois;74;P5;13;175;21;73;55;55;26;11434;16456
Résidentiel collectif;bois;74;P6;7;42;6;2;0;0;9;3175;4622
Résidentiel collectif;bois;75;P0;1444;24434;2991;12079;680;531;8440;991436;1338109
Résidentiel collectif;bois;75;P1;21;342;34;160;55;55;136;16887;21193
Résidentiel collectif;bois;75;P2;16;317;37;132;0;0;137;15308;25148
Résidentiel collectif;bois;75;P3;9;446;37;335;258;0;64;28972;37732
Résidentiel collectif;bois;75;P4;18;471;60;264;25;9;136;19822;26858
Résidentiel collectif;bois;75;P5;1;12;0;5;0;0;7;859;945
Résidentiel collectif;bois;75;P6;1;9;4;5;0;0;0;514;638
Résidentiel collectif;bois;76;P0;595;3025;857;1742;13;13;362;124512;159998
Résidentiel collectif;bois;76;P1;20;96;19;57;25;25;18;3729;4529
Résidentiel collectif;bois;76;P2;17;98;13;60;12;12;25;5319;7062
Résidentiel collectif;bois;76;P3;21;304;55;218;133;133;28;14305;16996
Résidentiel collectif;bois;76;P4;2;4;0;3;0;0;1;279;347
Résidentiel collectif;bois;76;P5;5;91;3;86;84;84;2;6567;7464
Résidentiel collectif;bois;76;P6;6;136;2;130;136;136;4;9641;10687
Résidentiel collectif;bois;77;P0;95;368;67;236;0;0;50;16783;23764
Résidentiel collectif;bois;77;P1;8;28;5;8;0;0;9;1423;1785
Résidentiel collectif;bois;77;P2;5;45;5;38;0;0;2;1557;2260
Résidentiel collectif;bois;77;P3;2;17;0;17;15;15;0;797;907
Résidentiel collectif;bois;77;P4;2;9;3;3;0;0;3;453;659
Résidentiel collectif;bois;77;P5;2;31;6;23;26;26;1;1954;2253
Résidentiel collectif;bois;77;P6;2;144;16;112;130;130;13;8939;9854
Résidentiel collectif;bois;78;P0;84;600;92;277;12;12;216;34764;49703
Résidentiel collectif;bois;78;P1;10;33;6;20;0;0;6;1518;1862
Résidentiel collectif;bois;78;P2;10;84;5;50;38;38;27;6308;8552
Résidentiel collectif;bois;78;P3;2;10;0;2;0;0;7;1046;1708
Résidentiel collectif;bois;78;P5;2;11;1;9;0;0;1;647;928
Résidentiel collectif;bois;78;P6;1;40;4;12;0;0;24;2374;2664
Résidentiel collectif;bois;79;P0;6;22;9;13;0;0;0;813;1080
Résidentiel collectif;bois;79;P2;1;27;4;12;0;0;11;1678;2097
Résidentiel collectif;bois;79;P5;1;19;0;19;19;19;0;1318;1546
Résidentiel collectif;bois;80;P0;36;164;53;93;0;0;18;5936;7661
Résidentiel collectif;bois;80;P1;4;15;1;5;0;0;4;719;865
Résidentiel collectif;bois;80;P2;1;6;1;4;0;0;0;287;330
Résidentiel collectif;bois;80;P3;4;169;29;140;151;151;0;10926;11849
Résidentiel collectif;bois;80;P5;2;38;4;34;35;35;0;2840;3009
Résidentiel collectif;bois;80;P6;1;11;3;8;11;11;0;727;727
Résidentiel collectif;bois;81;P0;65;263;68;161;11;11;30;14730;20068
Résidentiel collectif;bois;81;P1;1;3;0;2;0;0;1;285;607
Résidentiel collectif;bois;81;P2;2;7;1;6;0;0;0;261;388
Résidentiel collectif;bois;81;P3;3;14;4;9;0;0;1;635;855
Résidentiel collectif;bois;81;P6;1;3;0;2;0;0;1;130;155
Résidentiel collectif;bois;82;P0;19;69;8;41;4;4;15;4662;6600
Résidentiel collectif;bois;82;P1;1;3;1;2;0;0;0;200;320
Résidentiel collectif;bois;82;P2;5;13;2;6;0;0;5;618;794
Résidentiel collectif;bois;82;P3;3;10;2;8;6;6;0;555;555
Résidentiel collectif;bois;82;P4;2;5;1;4;0;0;0;365;415
Résidentiel collectif;bois;83;P0;93;394;65;216;0;0;90;19537;25340
Résidentiel collectif;bois;83;P1;17;56;3;26;0;0;25;3177;3899
Résidentiel collectif;bois;83;P2;22;101;9;33;0;0;56;5763;7416
Résidentiel collectif;bois;83;P3;6;18;3;10;0;0;2;801;1044
Résidentiel collectif;bois;83;P4;3;109;4;18;0;0;84;7580;9643
Résidentiel collectif;bois;84;P0;20;78;23;28;6;6;24;4070;5387
Résidentiel collectif;bois;84;P1;6;19;5;12;0;0;2;996;1265
Résidentiel collectif;bois;84;P2;1;2;0;1;0;0;1;110;146
Résidentiel collectif;bois;84;P3;2;5;2;0;0;0;2;316;427
Résidentiel collectif;bois;84;P6;1;3;1;0;0;0;2;363;1000
Résidentiel collectif;bois;85;P0;12;58;15;39;0;0;3;2751;3623
Résidentiel collectif;bois;85;P2;4;39;2;15;0;0;22;1961;4143
Résidentiel collectif;bois;85;P3;2;5;1;1;0;0;1;244;332
Résidentiel collectif;bois;85;P4;1;47;47;0;0;0;0;1144;1408
Résidentiel collectif;bois;85;P6;2;8;0;3;0;0;2;401;730
Résidentiel collectif;bois;86;P0;26;105;33;57;0;0;12;4784;6391
Résidentiel collectif;bois;86;P1;1;2;2;0;0;0;0;71;133
Résidentiel collectif;bois;86;P2;2;6;0;3;0;0;2;326;432
Résidentiel collectif;bois;86;P3;12;104;19;80;39;39;3;5004;6625
Résidentiel collectif;bois;86;P4;4;27;4;22;0;0;1;783;978
Résidentiel collectif;bois;86;P5;3;159;28;130;157;157;1;7257;10100
Résidentiel collectif;bois;86;P6;1;20;2;18;0;0;0;1293;1293
Résidentiel collectif;bois;87;P0;164;842;219;502;13;13;107;38120;53693
Résidentiel collectif;bois;87;P1;6;25;10;7;0;0;8;1225;1978
Résidentiel collectif;bois;87;P2;3;15;0;13;0;0;2;838;908
Résidentiel collectif;bois;87;P3;1;5;1;4;0;0;0;91;117
Résidentiel collectif;bois;87;P4;2;137;3;134;137;137;0;10934;13440
Résidentiel collectif;bois;88;P0;121;366;101;123;5;5;116;24898;38366
Résidentiel collectif;bois;88;P1;29;94;19;36;0;0;29;6058;8973
Résidentiel collectif;bois;88;P2;24;67;15;23;0;0;23;4975;7685
Résidentiel collectif;bois;88;P3;12;219;26;179;184;184;12;14916;18044
Résidentiel collectif;bois;88;P4;6;33;1;3;0;0;22;1924;2096
Résidentiel collectif;bois;88;P5;2;10;0;0;0;0;4;652;838
Résidentiel collectif;bois;88;P6;1;34;0;34;34;34;0;2880;3336
Résidentiel collectif;bois;89;P0;125;461;152;208;12;12;94;21773;34619
Résidentiel collectif;bois;89;P1;2;8;7;1;0;0;0;323;384
Résidentiel collectif;bois;89;P4;1;6;0;6;6;6;0;419;419
Résidentiel collectif;bois;90;P0;47;204;40;115;0;0;48;12995;19784
Résidentiel collectif;bois;90;P1;4;11;0;5;0;0;5;811;1157
Résidentiel collectif;bois;90;P2;1;4;0;4;0;0;0;249;299
Résidentiel collectif;bois;90;P3;3;119;25;93;113;113;1;8763;10960
Résidentiel collectif;bois;90;P4;1;3;0;3;0;0;0;268;428
Résidentiel collectif;bois;90;P6;1;3;0;2;0;0;1;340;508
Résidentiel collectif;bois;91;P0;32;155;49;68;0;0;33;6780;9555
Résidentiel collectif;bois;91;P1;12;96;8;43;7;7;43;4793;7444
Résidentiel collectif;bois;91;P2;10;41;5;18;4;4;17;2411;3377
Résidentiel collectif;bois;91;P3;9;147;25;115;136;136;4;9867;12340
Résidentiel collectif;bois;91;P4;2;12;3;9;0;0;0;475;499
Résidentiel collectif;bois;91;P5;1;22;0;8;8;8;14;1708;2259
Résidentiel collectif;bois;91;P6;1;7;0;7;7;7;0;530;550
Résidentiel collectif;bois;92;P0;66;626;74;267;0;0;263;27451;35593
Résidentiel collectif;bois;92;P1;28;197;18;121;3;3;55;8204;10336
Résidentiel collectif;bois;92;P2;9;340;34;110;2;2;182;22254;27113
Résidentiel collectif;bois;92;P3;5;348;20;225;171;171;100;21883;24174
Résidentiel collectif;bois;92;P4;3;28;0;11;0;0;16;1778;2527
Résidentiel collectif;bois;92;P5;4;24;3;14;0;0;7;1725;2087
Résidentiel collectif;bois;92;P6;4;132;9;66;52;52;55;9143;12045
Résidentiel collectif;bois;93;P0;43;354;59;172;30;13;108;12413;16370
Résidentiel collectif;bois;93;P1;47;249;29;150;9;9;64;9722;12549
Résidentiel collectif;bois;93;P2;10;89;11;67;65;65;11;5878;7208
Résidentiel collectif;bois;93;P3;5;338;34;293;327;327;9;21637;25409
Résidentiel collectif;bois;93;P4;2;31;4;11;0;0;14;1487;1673
Résidentiel collectif;bois;93;P5;2;11;1;9;0;0;1;633;827
Résidentiel collectif;bois;93;P6;4;83;4;50;42;42;28;5340;6834
Résidentiel collectif;bois;94;P0;61;507;84;246;34;34;157;20789;27274
Résidentiel collectif;bois;94;P1;27;125;14;46;3;3;52;5377;7457
Résidentiel collectif;bois;94;P2;13;568;40;441;398;398;83;33427;37739
Résidentiel collectif;bois;94;P3;3;84;3;76;74;74;5;5697;6317
Résidentiel collectif;bois;94;P4;1;25;2;9;0;0;14;907;1087
Résidentiel collectif;bois;95;P0;19;106;19;45;0;0;42;5515;7450
Résidentiel collectif;bois;95;P1;4;23;2;10;0;0;11;845;933
Résidentiel collectif;bois;95;P2;6;154;7;143;136;136;4;8597;10403
Résidentiel collectif;bois;95;P3;7;337;20;148;136;136;168;23705;27419
Résidentiel collectif;bois;95;P4;1;4;1;0;0;0;3;121;165
Résidentiel collectif;bois;95;P5;1;21;1;20;21;21;0;1443;1524
Résidentiel collectif;bois;95;P6;1;3;1;1;0;0;1;168;236
Résidentiel collectif;briques;01;P0;152;569;155;286;17;17;115;38669;57174
Résidentiel collectif;briques;01;P1;14;47;12;16;0;0;19;3190;4603
Résidentiel collectif;briques;01;P2;25;91;17;51;6;6;20;5868;8692
Résidentiel collectif;briques;01;P3;16;49;9;24;12;12;16;3771;5302
Résidentiel collectif;briques;01;P4;9;67;2;58;7;7;5;5192;7019
Résidentiel collectif;briques;01;P5;5;76;10;61;56;56;5;5435;7377
Résidentiel collectif;briques;01;P6;3;31;3;12;0;0;14;2065;3032
Résidentiel collectif;briques;02;P0;614;2711;943;1464;25;25;240;139633;198624
Résidentiel collectif;briques;02;P1;647;2989;889;1613;83;83;275;163175;240810
Résidentiel collectif;briques;02;P2;229;3402;355;2919;2585;2585;82;182699;229641
Résidentiel collectif;briques;02;P3;61;593;141;358;305;299;21;33959;44382
Résidentiel collectif;briques;02;P4;20;109;17;82;19;19;10;6994;9408
Résidentiel collectif;briques;02;P5;6;35;5;26;0;0;4;3064;3983
Résidentiel collectif;briques;02;P6;5;51;5;40;23;23;0;2969;3577
Résidentiel collectif;briques;03;P0;1153;4392;1372;2162;24;24;769;239247;354857
Résidentiel collectif;briques;03;P1;292;1239;309;610;43;43;290;69273;97779
Résidentiel collectif;briques;03;P2;127;721;131;451;205;205;128;41912;55832
Résidentiel collectif;briques;03;P3;16;130;28;93;53;53;8;8909;12716
Résidentiel collectif;briques;03;P4;7;40;10;29;8;8;1;2083;2398
Résidentiel collectif;briques;03;P5;4;85;2;83;76;76;0;6010;7484
Résidentiel collectif;briques;03;P6;5;45;6;39;0;0;0;2328;3010
Résidentiel collectif;briques;04;P0;71;263;60;97;0;0;77;15419;22625
Résidentiel collectif;briques;04;P1;43;121;17;38;0;0;60;8715;12052
Résidentiel collectif;briques;04;P2;67;228;40;85;0;0;98;16136;22631
Résidentiel collectif;briques;04;P3;30;74;10;23;0;0;39;5807;8010
Résidentiel collectif;briques;04;P4;4;15;4;6;0;0;1;757;1198
Résidentiel collectif;briques;04;P5;1;4;1;3;0;0;0;275;275
Résidentiel collectif;briques;04;P6;1;3;1;0;0;0;2;232;279
Résidentiel collectif;briques;05;P0;77;276;55;91;0;0;113;15079;22693
Résidentiel collectif;briques;05;P1;48;195;36;50;0;0;59;12307;19017
Résidentiel collectif;briques;05;P2;94;365;49;100;21;21;159;19763;28686
Résidentiel collectif;briques;05;P3;17;70;4;16;0;0;31;4864;6665
Résidentiel collectif;briques;05;P4;2;13;2;0;0;0;11;822;1187
Résidentiel collectif;briques;05;P5;2;6;0;2;0;0;3;367;537
Résidentiel collectif;briques;06;P0;1119;7641;1077;2716;48;42;3424;399829;530593
Résidentiel collectif;briques;06;P1;853;4187;525;1406;72;72;2102;224260;287451
Résidentiel collectif;briques;06;P2;312;1923;195;609;56;56;1023;114896;155624
Résidentiel collectif;briques;06;P3;43;201;18;58;0;0;111;13343;18695
Résidentiel collectif;briques;06;P4;22;227;10;79;32;32;132;13890;22053
Résidentiel collectif;briques;06;P5;5;54;2;20;0;0;32;3499;5081
Résidentiel collectif;briques;06;P6;5;67;11;44;25;25;9;3319;4422
Résidentiel collectif;briques;07;P0;78;285;81;111;7;7;87;16681;24414
Résidentiel collectif;briques;07;P1;13;37;5;9;0;0;20;2442;3943
Résidentiel collectif;briques;07;P2;17;49;10;19;0;0;20;3021;4633
Résidentiel collectif;briques;07;P3;5;10;1;3;0;0;5;740;965
Résidentiel collectif;briques;07;P4;2;6;1;2;0;0;3;533;712
Résidentiel collectif;briques;07;P5;1;3;1;0;0;0;2;196;413
Résidentiel collectif;briques;07;P6;4;70;6;53;50;50;3;4982;7080
Résidentiel collectif;briques;08;P0;498;1921;523;1053;103;103;293;117087;179043
Résidentiel collectif;briques;08;P1;158;625;147;331;37;37;96;37749;57381
Résidentiel collectif;briques;08;P2;167;3177;450;2568;2467;2467;142;194413;239267
Résidentiel collectif;briques;08;P3;22;314;38;218;124;124;54;21669;29883
Résidentiel collectif;briques;08;P4;5;27;4;23;7;7;0;1450;1745
Résidentiel collectif;briques;08;P5;1;11;0;0;11;11;0;405;405
Résidentiel collectif;briques;08;P6;1;6;2;3;0;0;1;485;589
Résidentiel collectif;briques;09;P0;298;1108;267;595;0;0;221;68082;92717
Résidentiel collectif;briques;09;P1;52;153;46;73;12;12;31;8506;12248
Résidentiel collectif;briques;09;P2;238;1027;131;630;282;282;242;68347;90884
Résidentiel collectif;briques;09;P3;175;1017;123;353;202;202;433;54138;73646
Résidentiel collectif;briques;09;P4;42;264;32;140;54;0;79;14787;21089
Résidentiel collectif;briques;09;P5;23;232;18;200;87;87;14;13788;17870
Résidentiel collectif;briques;09;P6;3;17;1;15;10;10;1;1234;1516
Résidentiel collectif;briques;10;P0;376;1454;427;699;64;57;293;75867;113866
Résidentiel collectif;briques;10;P1;121;563;103;328;69;69;126;29462;44033
Résidentiel collectif;briques;10;P2;151;2910;401;1932;1414;1302;562;175434;217578
Résidentiel collectif;briques;10;P3;27;694;118;506;561;561;63;42243;54707
Résidentiel collectif;briques;10;P4;3;15;2;10;7;7;3;624;716
Résidentiel collectif;briques;10;P5;2;19;2;17;13;13;0;1529;1889
Résidentiel collectif;briques;10;P6;3;10;3;7;5;5;0;565;869
Résidentiel collectif;briques;11;P0;465;1945;570;963;13;13;353;107352;140302
Résidentiel collectif;briques;11;P1;91;327;67;143;16;16;105;19531;26663
Résidentiel collectif;briques;11;P2;652;3407;435;1148;652;652;1665;195166;228851
Résidentiel collectif;briques;11;P3;559;11964;894;2427;1375;1326;8291;483187;633464
Résidentiel collectif;briques;11;P4;60;1389;105;282;134;134;941;53497;67548
Résidentiel collectif;briques;11;P5;33;429;50;314;94;94;31;24048;32946
Résidentiel collectif;briques;11;P6;8;95;2;60;57;57;5;6812;9131
Résidentiel collectif;briques;12;P0;226;823;276;318;26;26;211;47056;67792
Résidentiel collectif;briques;12;P1;56;177;45;71;9;9;56;9890;15312
Résidentiel collectif;briques;12;P2;302;2315;359;1314;941;941;614;148655;192550
Résidentiel collectif;briques;12;P3;106;816;107;406;200;200;287;51759;70458
Résidentiel collectif;briques;12;P4;8;22;6;5;0;0;11;1275;1963
Résidentiel collectif;briques;12;P5;2;15;2;8;0;0;5;901;1771
Résidentiel collectif;briques;12;P6;1;15;1;3;0;0;10;995;1386
Résidentiel collectif;briques;13;P0;1772;8620;1471;4320;102;102;2524;405630;509678
Résidentiel collectif;briques;13;P1;673;2606;339;1052;140;140;1113;122759;151352
Résidentiel collectif;briques;13;P2;310;1845;183;848;253;167;751;118128;144481
Résidentiel collectif;briques;13;P3;88;445;54;269;116;116;106;28048;36209
Résidentiel collectif;briques;13;P4;12;44;3;26;0;0;13;3081;4278
Résidentiel collectif;briques;13;P5;5;94;2;63;0;0;29;5501;8654
Résidentiel collectif;briques;13;P6;10;259;29;149;130;130;35;17140;23319
Résidentiel collectif;briques;14;P0;969;5729;811;1275;13;13;3492;245322;317406
Résidentiel collectif;briques;14;P1;132;710;111;179;0;0;403;30941;41866
