;;Collective_dwelling;Collective_dwelling;Collective_dwelling;Collective_dwelling;Collective_dwelling;Collective_dwelling;Collective_dwelling
;;A;B;C;D;E;F;G
Collective_dwelling;A;777643;0;0;0;0;0;0
Collective_dwelling;B;6363490;3682834;0;0;0;0;0
Collective_dwelling;C;0;101126859;51216708;0;0;0;0
Collective_dwelling;D;0;86424076;154722498;0;0;0;0
Collective_dwelling;E;0;0;128321618;0;0;0;0
Collective_dwelling;F;0;0;0;0;0;0;0
Collective_dwelling;G;0;0;0;0;0;0;0
