Model;Scenario;Region;Variable;Unit;saut_classe_dpe;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;BAU_RE2020_WLC;France;Collective_dwelling;kgCO2eq/m2;5;450;450;450;450;450;383.108108108108;383.108108108108;383.108108108108;352.702702702703;352.702702702703;352.702702702703;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973;297.972972972973
CSTB;BAU_RE2020_WLC;France;Collective_dwelling;kgCO2eq/m2;6;600;600;600;600;600;510.810810810811;510.810810810811;510.810810810811;470.27027027027;470.27027027027;470.27027027027;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297;397.297297297297
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;1;100;100;100;100;100;82.8125;82.8125;82.8125;74.21875;74.21875;74.21875;64.84375;64.84375;64.84375;55.1171875;55.1171875;55.1171875;46.849609375;46.849609375;46.849609375;39.82216796875;39.82216796875;39.82216796875;33.8488427734375;33.8488427734375;33.8488427734375;28.7715163574219;28.7715163574219;28.7715163574219;24.4557889038086;24.4557889038086
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;2;150;150;150;150;150;124.21875;124.21875;124.21875;111.328125;111.328125;111.328125;97.265625;97.265625;97.265625;82.67578125;82.67578125;82.67578125;70.2744140625;70.2744140625;70.2744140625;59.733251953125;59.733251953125;59.733251953125;50.7732641601563;50.7732641601563;50.7732641601563;43.1572745361328;43.1572745361328;43.1572745361328;36.6836833557129;36.6836833557129
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;3;250;250;250;250;250;207.03125;207.03125;207.03125;185.546875;185.546875;185.546875;162.109375;162.109375;162.109375;137.79296875;137.79296875;137.79296875;117.1240234375;117.1240234375;117.1240234375;99.555419921875;99.555419921875;99.555419921875;84.6221069335938;84.6221069335938;84.6221069335938;71.9287908935547;71.9287908935547;71.9287908935547;61.1394722595215;61.1394722595215
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;4;350;350;350;350;350;289.84375;289.84375;289.84375;259.765625;259.765625;259.765625;226.953125;226.953125;226.953125;192.91015625;192.91015625;192.91015625;163.9736328125;163.9736328125;163.9736328125;139.377587890625;139.377587890625;139.377587890625;118.470949707031;118.470949707031;118.470949707031;100.700307250977;100.700307250977;100.700307250977;85.5952611633301;85.5952611633301
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;5;450;450;450;450;450;372.65625;372.65625;372.65625;333.984375;333.984375;333.984375;291.796875;291.796875;291.796875;248.02734375;248.02734375;248.02734375;210.8232421875;210.8232421875;210.8232421875;179.199755859375;179.199755859375;179.199755859375;152.319792480469;152.319792480469;152.319792480469;129.471823608398;129.471823608398;129.471823608398;110.051050067139;110.051050067139
CSTB;Optimist_RE2020_WLC;France;Individual_dwelling;kgCO2eq/m2;6;600;600;600;600;600;496.875;496.875;496.875;445.3125;445.3125;445.3125;389.0625;389.0625;389.0625;330.703125;330.703125;330.703125;281.09765625;281.09765625;281.09765625;238.9330078125;238.9330078125;238.9330078125;203.093056640625;203.093056640625;203.093056640625;172.629098144531;172.629098144531;172.629098144531;146.734733422852;146.734733422852
CSTB;Optimist_RE2020_WLC;France;Collective_dwelling;kgCO2eq/m2;1;100;100;100;100;100;85.1351351351351;85.1351351351351;85.1351351351351;78.3783783783784;78.3783783783784;78.3783783783784;66.2162162162162;66.2162162162162;66.2162162162162;56.2837837837838;56.2837837837838;56.2837837837838;47.8412162162162;47.8412162162162;47.8412162162162;40.6650337837838;40.6650337837838;40.6650337837838;34.5652787162162;34.5652787162162;34.5652787162162;29.3804869087838;29.3804869087838;29.3804869087838;24.9734138724662;24.9734138724662
CSTB;Optimist_RE2020_WLC;France;Collective_dwelling;kgCO2eq/m2;2;150;150;150;150;150;127.702702702703;127.702702702703;127.702702702703;117.567567567568;117.567567567568;117.567567567568;99.3243243243243;99.3243243243243;99.3243243243243;84.4256756756757;84.4256756756757;84.4256756756757;71.7618243243243;71.7618243243243;71.7618243243243;60.9975506756757;60.9975506756757;60.9975506756757;51.8479180743243;51.8479180743243;51.8479180743243;44.0707303631757;44.0707303631757;44.0707303631757;37.4601208086993;37.4601208086993
