Model;Scenario;Region;Variable;Unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB_FF;BAU;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
CSTB_FF;BAU;France;Individual_dwelling;m2;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108
ADEME;Tendanciel;France;Individual_dwelling;m2;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108
ADEME;S1;France;Individual_dwelling;m2;108;107.066666666667;106.133333333333;105.2;104.266666666667;103.333333333333;102.4;101.466666666667;100.533333333333;99.6;98.6666666666666;97.7333333333333;96.8;95.8666666666666;94.9333333333333;93.9999999999999;93.0666666666666;92.1333333333333;91.1999999999999;90.2666666666666;89.3333333333333;88.3999999999999;87.4666666666666;86.5333333333332;85.5999999999999;84.6666666666666;83.7333333333332;82.7999999999999;81.8666666666666;80.9333333333332;80
ADEME;S2;France;Individual_dwelling;m2;108;107.733333333333;107.466666666667;107.2;106.933333333333;106.666666666667;106.4;106.133333333333;105.866666666667;105.6;105.333333333333;105.066666666667;104.8;104.533333333333;104.266666666667;104;103.733333333333;103.466666666667;103.2;102.933333333333;102.666666666667;102.4;102.133333333333;101.866666666667;101.6;101.333333333333;101.066666666667;100.8;100.533333333333;100.266666666667;100
ADEME;S3;France;Individual_dwelling;m2;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108
ADEME;S4;France;Individual_dwelling;m2;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108;108
ADEME;Tendanciel;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
ADEME;S1;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
ADEME;S2;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
ADEME;S3;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
ADEME;S4;France;Collective_dwelling;m2;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
