Model;Scenario;Region;Variable;Unit;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051
CSTB_FF;BAU;France;shab/pers;m2;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055;42.4752346367055
Negawatt;Negawatt;France;shab/pers;m2;42;41.9666666666667;41.9333333333333;41.9;41.8666666666667;41.8333333333333;41.8;41.7666666666667;41.7333333333333;41.7;41.6666666666667;41.6333333333334;41.6;41.5666666666667;41.5333333333334;41.5;41.4666666666667;41.4333333333334;41.4;41.3666666666667;41.3333333333334;41.3;41.2666666666667;41.2333333333334;41.2;41.1666666666667;41.1333333333334;41.1000000000001;41.0666666666667;41.0333333333334;41;41
