Model;Scenario;Region;Variable;Unit;Dpe;Ef_Nrj;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
CSTB;BAU_construction_Half;France;Individual_dwelling;MtCO2eq;new;bois;0.00196965599061;0.00393931198122;0.006498798971830001;0.008468454962440001;0.011027941953050003;0.012997597943660002;0.014967253934270003;0.016936909924880006;0.018906565915490007;0.02146605290610001;0.023435708896710008;0.024815533887320006;0.02678518987793001;0.028754845868540012;0.03072450185915001;0.03210432684976001;0.034073982840370005;0.03604363883098;0.03742346382159001;0.0388032888122;0.04077294480281;0.042152769793419996;0.04353259478402999;0.04491241977463999;0.04629224476524999;0.04767206975585998;0.04905189474646998;0.05043171973707998;0.05181154472768998;0.05319136971829998;0.054571194708909976
CSTB;BAU_construction_Half;France;Individual_dwelling;MtCO2eq;new;elec;0.006721045029427827;0.012284511125843478;0.01999715305562171;0.025707405101367372;0.033020739102666195;0.03838050605151287;0.04357723615980519;0.048610929427543255;0.053481585854726864;0.05983326715851251;0.06435343848879731;0.06711533409295171;0.07133384315791792;0.07538931538232976;0.07928175076618743;0.0815135560870756;0.0851043292056146;0.08853206548359947;0.09037240594598553;0.09209853239939765;0.09508598098729973;0.09655926800697413;0.09791834101767437;0.09916320001940075;0.1002938450121535;0.1013102759959321;0.10221249297073683;0.10300049593656765;0.10367428489342491;0.10423385984130798;0.10467922078021716
CSTB;BAU_construction_Half;France;Residential_dwelling;MtCO2eq;new;bois;0.00196965599061;0.00393931198122;0.006498798971830001;0.008468454962440001;0.011027941953050003;0.012997597943660002;0.014967253934270003;0.016936909924880006;0.018906565915490007;0.02146605290610001;0.023435708896710008;0.024815533887320006;0.02678518987793001;0.028754845868540012;0.03072450185915001;0.03210432684976001;0.034073982840370005;0.03604363883098;0.03742346382159001;0.0388032888122;0.04077294480281;0.042152769793419996;0.04353259478402999;0.04491241977463999;0.04629224476524999;0.04767206975585998;0.04905189474646998;0.05043171973707998;0.05181154472768998;0.05319136971829998;0.054571194708909976
CSTB;BAU_construction_Half;France;Residential_dwelling;MtCO2eq;new;elec;0.01947753165769174;0.03560040935676522;0.057951580446074964;0.074499842584988;0.09569382267437565;0.11122638196640859;0.12628646187326206;0.14087406239493636;0.15498918353143096;0.17339630223579497;0.18649572052540994;0.1944996706298384;0.20672487422561517;0.2184775984362125;0.2297578432616309;0.23622559620794686;0.2466316263395269;0.25656517708592813;0.26189846818279;0.26690076804751445;0.2755583687914189;0.2798279421153484;0.2837665242071398;0.2873741150667941;0.29065071469431175;0.29359632308969125;0.2962109402529335;0.2984945661840384;0.30044720088300686;0.30206884434983716;0.3033594965845301
CSTB;BAU_construction_Half;France;Residential_dwelling;MtCO2eq;new;rcu;0.007161667458749999;0.013979574879479999;0.022764294125436898;0.029275089006573125;0.03761706758323307;0.043739255088175936;0.04968067222829757;0.05544131900359878;0.06102119541407863;0.0682969222873244;0.07348819132161073;0.07667620245659343;0.08153299740779046;0.08620902199416587;0.09070427621572125;0.0933045391241793;0.09746531926264417;0.10144532903628826;0.1036115474364907;0.10565112876497586;0.10914296073726074;0.11090220127575932;0.1125348047425404;0.11404077113760418;0.11542010046095041;0.11667279271257922;0.11779884789249077;0.1187982660006849;0.11967104703716147;0.12041719100192064;0.12103669789496253
CSTB;BAU_construction_SNBC;France;Collective_dwelling;MtCO2eq;new;elec;0.012756486628263912;0.023315898230921738;0.037443930912784834;0.047462001983658554;0.06007426852263632;0.06876190409354799;0.0768306545752096;0.08428051996762087;0.09111150027078214;0.10007334943473908;0.1055738942379381;0.10789113064476469;0.11224657059092498;0.11598312544783539;0.11910079521549564;0.11940581787262948;0.12137838278325103;0.12273206260462202;0.12155109127985234;0.11993656550875537;0.11961892070529956;0.11704462072008764;0.1140367662885484;0.1105953574106828;0.10672039408648981;0.1024118763159705;0.09766980409912379;0.09249417743595076;0.0868849963264503;0.08084226077062356;0.07436597076846999
CSTB;BAU_construction_SNBC;France;Collective_dwelling;MtCO2eq;new;rcu;0.007161667458749999;0.013979574879479999;0.022466071931653984;0.028497874254186255;0.03609888996776648;0.04135347753791188;0.04624652437841513;0.05077803048927706;0.05494799587049743;0.060416508177248286;0.06380925880608156;0.0652886476363076;0.06801245009896088;0.07037471183197234;0.07237543283534226;0.07267932521251856;0.07401109804970836;0.07498133015725647;0.07441713351792148;0.07359966273515164;0.0735935392399815;0.07221538687723857;0.07058396037106082;0.06869925972144825;0.06656128492840084;0.0641700359919186;0.061525512912001534;0.05862771568864965;0.05547664432186294;0.05207229881164139;0.04841467915798501
CSTB;BAU_construction_SNBC;France;Individual_dwelling;MtCO2eq;new;bois;0.00196965599061;0.00393931198122;0.006498798971830001;0.008468454962440001;0.011027941953050003;0.012997597943660002;0.014967253934270003;0.016936909924880006;0.018906565915490007;0.02146605290610001;0.023435708896710008;0.024815533887320006;0.02678518987793001;0.028754845868540012;0.03072450185915001;0.03210432684976001;0.034073982840370005;0.03604363883098;0.03742346382159001;0.0388032888122;0.04077294480281;0.042152769793419996;0.04353259478402999;0.04491241977463999;0.04629224476524999;0.04767206975585998;0.04905189474646998;0.05043171973707998;0.05181154472768998;0.05319136971829998;0.054571194708909976
CSTB;BAU_construction_SNBC;France;Individual_dwelling;MtCO2eq;new;elec;0.006721045029427827;0.012284511125843478;0.01972818637899998;0.025006434907569475;0.03165149430376717;0.036228772638538784;0.04047997729220176;0.04440510826475596;0.04800416555620155;0.05272591955737296;0.05562400665502056;0.05684489534388604;0.0591396579108967;0.0611083467967988;0.06275096200159223;0.06291167012392508;0.06395096079808157;0.06466417779112915;0.06404195619645797;0.06319130658383879;0.06302394819672143;0.0616676197166265;0.06008286321858355;0.05826967870259308;0.05622806616865459;0.05395802561676861;0.05145955704693459;0.04873266045915309;0.04577733585342352;0.0425935832297465;0.03918140258812173
CSTB;BAU_construction_SNBC;France;Residential_dwelling;MtCO2eq;new;bois;0.00196965599061;0.00393931198122;0.006498798971830001;0.008468454962440001;0.011027941953050003;0.012997597943660002;0.014967253934270003;0.016936909924880006;0.018906565915490007;0.02146605290610001;0.023435708896710008;0.024815533887320006;0.02678518987793001;0.028754845868540012;0.03072450185915001;0.03210432684976001;0.034073982840370005;0.03604363883098;0.03742346382159001;0.0388032888122;0.04077294480281;0.042152769793419996;0.04353259478402999;0.04491241977463999;0.04629224476524999;0.04767206975585998;0.04905189474646998;0.05043171973707998;0.05181154472768998;0.05319136971829998;0.054571194708909976
CSTB;BAU_construction_SNBC;France;Residential_dwelling;MtCO2eq;new;elec;0.01947753165769174;0.03560040935676522;0.05717211729178481;0.07246843689122802;0.09172576282640349;0.10499067673208676;0.11731063186741135;0.1286856282323768;0.13911566582698365;0.15279926899211202;0.16119790089295863;0.16473602598865067;0.17138622850182164;0.17709147224463415;0.18185175721708788;0.18231748799655453;0.18532934358133257;0.18739624039575117;0.18559304747631028;0.18312787209259412;0.18264286890202097;0.17871224043671413;0.17411962950713195;0.16886503611327586;0.1629484602551444;0.15636990193273909;0.14912936114605835;0.14122683789510385;0.13266233217987383;0.12343584400037007;0.11354737335659172
CSTB;BAU_construction_SNBC;France;Residential_dwelling;MtCO2eq;new;rcu;0.007161667458749999;0.013979574879479999;0.022466071931653984;0.028497874254186255;0.03609888996776648;0.04135347753791188;0.04624652437841513;0.05077803048927706;0.05494799587049743;0.060416508177248286;0.06380925880608156;0.0652886476363076;0.06801245009896088;0.07037471183197234;0.07237543283534226;0.07267932521251856;0.07401109804970836;0.07498133015725647;0.07441713351792148;0.07359966273515164;0.0735935392399815;0.07221538687723857;0.07058396037106082;0.06869925972144825;0.06656128492840084;0.0641700359919186;0.061525512912001534;0.05862771568864965;0.05547664432186294;0.05207229881164139;0.04841467915798501
